,지역,년,주,주 평균 일교차(°C),전날 대비 최고 기온 상승 최대 변화(°C),전날 대비 최저 기온 하강 최대 변화(°C),주평균 최대 풍속(m/s),주평균 평균 풍속(m/s),SO2_최대값,CO_최대값,O3_최대값,NO2_최대값,PM10_최대값,PM25_최대값,풍향(N~NE),풍향(NE~E),풍향(E~SE),풍향(SE~S),풍향(S~SW),풍향(SW~W),풍향(W~NW),풍향(NW~N),환자 수,주 평균 기온(°C) 5도 미만,주 평균 기온(°C) 5도 이상 15도 미만,주 평균 기온(°C) 15도 이상 25도 미만,주 평균 기온(°C) 25도 이상,상대습도 (건조),상대습도 (적정),상대습도 (습함)
34,인천,2020,6,7.285714285714286,4.300000000000001,-3.6333333333333337,8.5,3.6,0.008,1.2857142857142858,0.04471428571428571,0.055,76.42857142857143,52.42857142857143,1,0,0,0,0,1,0,5,67.0,1,0,0,0,0,1,0
35,광주,2020,7,10.428571428571429,8.3,-8.1,5.5,1.2,0.014,1.8,0.05971428571428571,0.06685714285714286,119.71428571428571,86.14285714285714,0,0,0,2,2,2,0,1,38.0,0,1,0,0,0,1,0
36,대구,2020,7,10.728571428571428,5.800000000000001,-7.300000000000001,8.6,2.2285714285714286,0.01,1.4428571428571428,0.05257142857142857,0.06757142857142857,103.57142857142857,72.14285714285714,0,0,2,2,0,1,1,1,62.0,0,1,0,0,0,1,0
37,대전,2020,7,10.842857142857143,4.8,-5.1,5.0,1.2714285714285711,0.004571428571428572,1.1,0.046285714285714284,0.052,103.57142857142857,72.57142857142857,0,2,0,3,0,2,0,0,55.0,0,1,0,0,0,1,0
38,부산,2020,7,9.042857142857143,3.299999999999999,-8.899999999999999,9.8,2.914285714285714,0.010285714285714285,1.4428571428571428,0.058,0.07657142857142858,112.57142857142857,91.85714285714286,0,1,0,1,0,3,1,1,49.0,0,1,0,0,0,1,0
39,서울,2020,7,9.114285714285714,6.0,-10.5,6.6,2.157142857142857,0.013857142857142858,1.6714285714285713,0.058857142857142865,0.08085714285714286,128.42857142857142,101.14285714285714,0,3,0,0,2,1,0,1,258.0,0,1,0,0,0,1,0
40,울산,2020,7,9.857142857142858,4.0,-7.3,4.9,1.8714285714285714,0.044,1.8285714285714287,0.05385714285714286,0.05685714285714286,92.71428571428571,60.714285714285715,0,2,0,1,1,0,0,3,14.0,0,1,0,0,0,1,0
41,인천,2020,7,7.809523809523809,4.766666666666667,-5.966666666666667,8.2,2.6,0.010857142857142857,1.9857142857142858,0.04971428571428571,0.075,109.57142857142857,89.42857142857143,0,1,0,0,1,2,0,3,76.0,1,0,0,0,0,1,0
42,광주,2020,8,10.4,6.3,-2.6999999999999997,5.2,1.4714285714285715,0.010714285714285714,1.2571428571428573,0.056,0.058,107.42857142857143,64.14285714285714,1,2,0,1,1,1,1,0,28.0,1,0,0,0,0,1,0
43,대구,2020,8,11.485714285714284,6.1000000000000005,-4.3,9.2,3.042857142857143,0.006857142857142858,0.9428571428571428,0.05242857142857143,0.05585714285714286,99.42857142857143,54.714285714285715,0,0,0,1,0,2,4,0,51.0,1,0,0,0,0,1,0
44,대전,2020,8,11.457142857142857,5.0,-3.5000000000000004,5.9,1.5857142857142856,0.005571428571428572,0.8714285714285713,0.047285714285714285,0.045714285714285714,78.14285714285714,49.57142857142857,0,3,1,0,0,3,0,0,54.0,1,0,0,0,0,1,0
45,부산,2020,8,9.971428571428572,4.9,-3.9999999999999996,14.2,3.585714285714286,0.009,1.3,0.05614285714285715,0.06142857142857143,99.28571428571429,71.71428571428571,0,0,0,1,0,3,1,2,61.0,0,1,0,0,0,1,0
46,서울,2020,8,8.885714285714286,5.2,-2.8,8.2,2.442857142857143,0.012142857142857141,1.5142857142857142,0.05685714285714286,0.061714285714285715,116.0,67.42857142857143,0,0,0,0,0,3,2,2,244.0,1,0,0,0,0,1,0
47,울산,2020,8,10.914285714285715,4.8,-3.8,5.6,2.3714285714285714,0.029714285714285717,1.542857142857143,0.054714285714285715,0.056,82.71428571428571,42.285714285714285,0,0,1,1,0,1,1,3,27.0,0,1,0,0,0,1,0
48,인천,2020,8,7.0809523809523816,4.633333333333334,-2.733333333333334,9.9,3.471428571428571,0.008142857142857143,1.5,0.050571428571428566,0.06542857142857143,95.71428571428571,64.71428571428571,0,0,0,1,0,3,1,2,71.0,1,0,0,0,0,1,0
49,광주,2020,9,9.571428571428571,6.6,-5.999999999999999,3.9,1.2714285714285716,0.015142857142857144,1.3142857142857145,0.05185714285714286,0.05771428571428571,73.71428571428571,52.285714285714285,0,1,0,2,1,2,1,0,24.0,0,1,0,0,0,1,0
50,대구,2020,9,8.671428571428573,5.199999999999999,-2.3,6.7,1.8857142857142857,0.007571428571428571,1.0,0.04585714285714286,0.055,61.714285714285715,42.57142857142857,0,0,3,2,0,0,2,0,29.0,0,1,0,0,0,1,0
51,대전,2020,9,8.857142857142858,6.2,-2.0,4.6,1.1857142857142857,0.004285714285714286,0.7428571428571429,0.04157142857142857,0.046285714285714284,67.0,44.714285714285715,0,4,2,0,0,1,0,0,32.0,0,1,0,0,0,1,0
52,부산,2020,9,6.685714285714285,4.1,-2.0999999999999996,7.6,2.7857142857142856,0.009714285714285715,1.4285714285714286,0.05342857142857143,0.05771428571428572,77.85714285714286,60.42857142857143,0,5,1,0,0,1,0,0,51.0,0,1,0,0,0,1,0
53,서울,2020,9,7.514285714285714,7.1,-1.9000000000000004,6.8,2.142857142857143,0.016571428571428574,1.2285714285714284,0.052142857142857144,0.064,87.28571428571429,56.57142857142857,0,1,0,0,0,5,0,1,205.0,0,1,0,0,0,1,0
54,울산,2020,9,7.928571428571429,6.5,-4.2,4.2,1.842857142857143,0.02428571428571429,1.1142857142857143,0.049999999999999996,0.04542857142857143,52.57142857142857,32.285714285714285,1,1,0,0,0,2,0,3,11.0,0,1,0,0,0,1,0
55,인천,2020,9,6.114285714285714,4.733333333333333,-2.566666666666666,7.4,2.7714285714285714,0.0071428571428571435,1.0714285714285714,0.048285714285714286,0.06457142857142857,78.0,56.857142857142854,2,2,0,1,0,1,0,1,64.0,0,1,0,0,0,1,0
56,광주,2020,10,10.557142857142859,10.5,-2.2,5.3,1.4857142857142858,0.013714285714285715,1.0571428571428572,0.055142857142857146,0.061857142857142854,79.42857142857143,59.714285714285715,3,2,0,1,1,0,0,0,24.0,0,1,0,0,0,1,0
57,대구,2020,10,10.928571428571429,5.800000000000001,-2.7,8.6,2.642857142857143,0.0071428571428571435,0.9142857142857144,0.054142857142857145,0.057,73.28571428571429,50.857142857142854,0,0,1,1,0,2,2,1,42.0,0,1,0,0,0,1,0
58,대전,2020,10,12.271428571428572,8.000000000000002,-2.7,6.4,1.4714285714285715,0.0054285714285714284,0.8428571428571429,0.05185714285714286,0.04428571428571428,79.71428571428571,53.285714285714285,0,3,0,0,0,4,0,0,41.0,0,1,0,0,0,1,0
59,부산,2020,10,9.371428571428572,4.599999999999998,-3.8999999999999995,9.6,2.9857142857142853,0.012,1.1714285714285713,0.059000000000000004,0.06557142857142857,102.71428571428571,70.71428571428571,0,2,0,0,1,3,0,1,57.0,0,1,0,0,0,1,0
60,서울,2020,10,10.414285714285713,4.1,-3.2,6.8,2.3857142857142857,0.013,1.1714285714285713,0.06457142857142857,0.06742857142857142,98.71428571428571,66.71428571428571,0,0,0,0,1,4,1,1,186.0,1,0,0,0,0,1,0
61,울산,2020,10,10.62857142857143,3.9000000000000004,-2.6,5.5,2.1,0.02842857142857143,1.3142857142857143,0.05642857142857143,0.053714285714285714,65.14285714285714,45.142857142857146,0,2,1,0,0,0,2,2,18.0,0,1,0,0,0,1,0
62,인천,2020,10,8.461904761904762,3.2,-2.666666666666667,10.1,2.9714285714285715,0.007714285714285714,1.3857142857142857,0.05685714285714286,0.06942857142857142,94.42857142857143,74.0,0,0,0,0,0,3,0,4,56.0,1,0,0,0,0,1,0
63,광주,2020,11,10.071428571428571,7.300000000000001,-3.6,7.2,1.8428571428571427,0.008857142857142857,1.042857142857143,0.05942857142857143,0.05557142857142857,93.85714285714286,63.714285714285715,3,1,0,0,0,2,0,1,31.0,0,1,0,0,0,1,0
64,대구,2020,11,10.971428571428572,5.900000000000002,-3.8,10.0,3.085714285714286,0.010285714285714285,0.7428571428571429,0.05857142857142857,0.054142857142857145,81.85714285714286,48.142857142857146,0,0,0,1,0,0,6,0,43.0,0,1,0,0,0,1,0
65,대전,2020,11,11.9,6.0,-3.1,7.0,1.8571428571428572,0.004714285714285714,0.6857142857142857,0.04971428571428571,0.039142857142857146,85.85714285714286,47.285714285714285,0,1,1,0,0,5,0,0,36.0,0,1,0,0,0,1,0
66,부산,2020,11,8.428571428571429,2.5,-3.8,11.2,3.357142857142857,0.01,0.9142857142857144,0.05971428571428571,0.05542857142857143,104.71428571428571,69.57142857142857,0,1,0,0,0,5,1,0,60.0,0,1,0,0,0,1,0
67,서울,2020,11,10.028571428571428,5.0,-3.2,7.8,2.9,0.012714285714285714,1.1285714285714286,0.06142857142857143,0.06028571428571428,104.42857142857143,68.71428571428571,0,0,0,0,0,2,1,4,247.0,0,1,0,0,0,1,0
68,울산,2020,11,9.471428571428572,5.1,-4.800000000000001,5.7,2.414285714285714,0.037714285714285714,1.3857142857142857,0.05642857142857143,0.047285714285714285,68.14285714285714,36.57142857142857,0,0,1,0,0,1,2,3,29.0,0,1,0,0,0,1,0
69,인천,2020,11,7.928571428571429,3.500000000000001,-2.5666666666666664,12.2,4.385714285714285,0.007571428571428571,1.4142857142857144,0.054,0.05971428571428571,99.28571428571429,69.85714285714286,0,0,0,0,0,2,0,5,67.0,0,1,0,0,0,1,0
70,광주,2020,12,13.214285714285714,6.400000000000002,-2.4,7.9,2.0571428571428574,0.01542857142857143,1.3571428571428572,0.073,0.055,119.85714285714286,51.42857142857143,0,1,0,0,2,4,0,0,39.0,0,1,0,0,0,1,0
71,대구,2020,12,14.885714285714286,6.799999999999997,-1.7999999999999998,10.6,2.6714285714285713,0.010714285714285714,0.9428571428571428,0.072,0.05657142857142857,115.71428571428571,48.285714285714285,0,0,1,0,0,1,5,0,59.0,0,1,0,0,0,1,0
72,대전,2020,12,13.014285714285714,7.300000000000001,-3.1999999999999997,6.4,2.0142857142857147,0.004571428571428572,0.6,0.06328571428571429,0.04414285714285714,108.28571428571429,42.857142857142854,0,0,4,1,1,1,0,0,47.0,0,1,0,0,0,1,0
73,부산,2020,12,9.142857142857142,4.1,-1.7999999999999998,13.3,5.314285714285715,0.008571428571428572,0.9857142857142858,0.06942857142857142,0.05585714285714286,132.71428571428572,60.857142857142854,0,0,0,0,3,4,0,0,64.0,0,1,0,0,0,1,0
74,서울,2020,12,10.557142857142859,5.5,-2.6999999999999997,8.2,2.8000000000000003,0.015,1.0571428571428572,0.073,0.05971428571428571,140.28571428571428,57.42857142857143,0,0,0,0,0,5,1,1,253.0,0,1,0,0,0,1,0
75,울산,2020,12,12.7,6.899999999999999,-2.8,7.1,2.7857142857142856,0.031857142857142855,1.5,0.07171428571428572,0.05542857142857143,123.14285714285714,70.42857142857143,0,1,0,0,1,3,1,1,24.0,0,1,0,0,0,1,0
76,인천,2020,12,7.995238095238094,3.733333333333335,-3.4666666666666663,12.2,4.128571428571428,0.009714285714285715,0.9571428571428572,0.06571428571428571,0.06571428571428571,103.71428571428571,56.0,1,0,0,1,1,3,0,1,63.0,0,1,0,0,0,1,0
77,광주,2020,13,11.6,5.999999999999998,-5.5,4.8,1.5,0.016285714285714285,1.0857142857142856,0.06657142857142857,0.06085714285714285,88.42857142857143,50.714285714285715,0,3,0,1,0,3,0,0,40.0,0,1,0,0,0,1,0
78,대구,2020,13,11.842857142857142,3.3000000000000007,-4.8,7.4,2.157142857142857,0.0064285714285714285,0.7428571428571429,0.059571428571428574,0.05442857142857143,89.0,50.285714285714285,0,3,0,2,0,0,1,1,44.0,0,1,0,0,0,1,0
79,대전,2020,13,13.37142857142857,4.299999999999999,-4.5,4.8,1.3,0.005,0.7000000000000001,0.05957142857142857,0.03785714285714286,91.14285714285714,51.285714285714285,0,1,4,0,0,2,0,0,55.0,0,1,0,0,0,1,0
80,부산,2020,13,7.2285714285714295,2.599999999999998,-2.4000000000000004,7.9,2.757142857142857,0.009285714285714286,0.9000000000000001,0.06814285714285714,0.06,112.85714285714286,71.85714285714286,0,2,1,1,0,3,0,0,67.0,0,1,0,0,0,1,0
81,서울,2020,13,11.714285714285714,3.3000000000000007,-3.2,5.8,2.2857142857142856,0.011714285714285715,1.0142857142857142,0.074,0.06357142857142857,120.85714285714286,59.142857142857146,0,0,0,1,1,1,1,3,238.0,0,1,0,0,1,0,0
82,울산,2020,13,8.714285714285714,2.6000000000000014,-3.7,4.7,2.1285714285714286,0.04157142857142857,1.4142857142857144,0.05642857142857143,0.047714285714285716,92.14285714285714,44.0,2,2,0,1,1,0,0,1,17.0,0,1,0,0,0,1,0
83,인천,2020,13,8.961904761904762,2.900000000000002,-2.9666666666666672,9.5,3.4285714285714284,0.009857142857142858,1.2142857142857142,0.06942857142857142,0.08271428571428571,108.57142857142857,68.28571428571429,1,0,0,1,0,2,0,3,63.0,0,1,0,0,0,1,0
84,광주,2020,14,12.87142857142857,2.1999999999999993,-2.2,4.3,1.457142857142857,0.017285714285714286,1.3285714285714287,0.06914285714285714,0.056,133.0,55.714285714285715,1,1,0,0,1,0,4,0,36.0,0,1,0,0,0,1,0
85,대구,2020,14,14.171428571428573,3.9000000000000004,-4.6,8.2,2.1285714285714286,0.007285714285714286,0.8142857142857143,0.07057142857142858,0.05614285714285715,116.28571428571429,45.57142857142857,0,1,2,0,0,0,1,3,51.0,0,1,0,0,0,1,0
86,대전,2020,14,14.885714285714286,2.6000000000000014,-3.6999999999999997,6.7,1.6285714285714286,0.005857142857142858,0.6714285714285715,0.06999999999999999,0.037,98.85714285714286,45.57142857142857,0,0,0,1,0,6,0,0,42.0,0,1,0,0,0,1,0
87,부산,2020,14,8.714285714285714,2.900000000000002,-3.6000000000000005,9.1,3.2857142857142856,0.01,0.8714285714285713,0.07285714285714286,0.05985714285714285,146.71428571428572,72.14285714285714,0,1,1,1,3,1,0,0,87.0,0,1,0,0,0,1,0
88,서울,2020,14,11.585714285714285,1.7000000000000028,-3.1,7.3,2.6714285714285713,0.011,1.0285714285714287,0.07414285714285715,0.06271428571428571,180.28571428571428,62.0,0,0,0,0,0,5,2,0,285.0,0,1,0,0,1,0,0
89,울산,2020,14,11.428571428571429,2.9000000000000004,-3.3,6.4,2.142857142857143,0.03271428571428571,1.1142857142857143,0.07357142857142858,0.05114285714285714,95.71428571428571,48.0,1,2,1,1,1,0,0,1,19.0,0,1,0,0,0,1,0
90,인천,2020,14,8.714285714285714,1.4000000000000004,-3.1,9.9,3.5714285714285716,0.009142857142857144,1.042857142857143,0.06814285714285714,0.07457142857142858,117.71428571428571,61.857142857142854,1,0,0,0,0,3,1,2,87.0,0,1,0,0,0,1,0
91,광주,2020,15,10.985714285714286,4.799999999999999,-2.5,5.5,1.3714285714285714,0.011571428571428571,0.9285714285714286,0.07271428571428572,0.05085714285714286,86.0,45.285714285714285,1,1,0,0,1,2,0,2,36.0,0,1,0,0,0,1,0
92,대구,2020,15,11.228571428571428,2.8000000000000007,-4.1,9.9,2.5714285714285716,0.0071428571428571435,0.6857142857142857,0.07142857142857142,0.05642857142857143,95.42857142857143,47.285714285714285,0,1,1,1,0,2,0,2,68.0,0,1,0,0,0,1,0
93,대전,2020,15,13.571428571428571,2.6000000000000014,-2.6999999999999997,7.6,1.7428571428571427,0.005,0.6428571428571429,0.0642857142857143,0.03528571428571429,86.28571428571429,43.714285714285715,0,1,1,1,0,4,0,0,59.0,0,1,0,0,0,1,0
94,부산,2020,15,7.671428571428572,5.500000000000002,-1.1999999999999993,8.8,3.242857142857143,0.008142857142857143,0.8857142857142858,0.076,0.052142857142857144,108.0,54.0,0,2,0,1,4,0,0,0,86.0,0,1,0,0,0,1,0
95,서울,2020,15,10.771428571428572,2.400000000000002,-1.7999999999999998,7.4,2.8428571428571425,0.009857142857142858,0.9142857142857144,0.07971428571428571,0.057,125.28571428571429,60.857142857142854,0,1,0,0,0,4,1,1,276.0,0,1,0,0,0,1,0
96,울산,2020,15,10.357142857142858,3.8000000000000007,-4.0,5.7,2.3428571428571425,0.04014285714285715,1.1142857142857143,0.071,0.05085714285714286,88.28571428571429,44.857142857142854,0,2,1,1,0,0,1,2,22.0,0,1,0,0,0,1,0
97,인천,2020,15,8.10952380952381,2.9999999999999964,-0.9666666666666659,9.1,3.6142857142857143,0.007285714285714285,0.8285714285714285,0.07471428571428572,0.057857142857142864,92.57142857142857,50.0,0,1,0,0,0,5,0,1,90.0,0,1,0,0,0,1,0
98,광주,2020,16,11.299999999999999,6.599999999999998,-0.7999999999999998,5.7,1.7,0.015714285714285715,1.3285714285714287,0.07614285714285715,0.05714285714285715,89.0,50.0,1,2,0,2,0,2,0,0,32.0,0,1,0,0,0,1,0
99,대구,2020,16,10.799999999999999,7.199999999999999,-4.0,7.2,2.6999999999999997,0.007571428571428571,0.8142857142857143,0.07157142857142858,0.05142857142857143,73.85714285714286,44.0,0,3,1,0,0,0,2,1,62.0,0,1,0,0,0,1,0
100,대전,2020,16,13.428571428571429,3.3999999999999986,-1.200000000000001,7.0,1.942857142857143,0.005857142857142858,0.6571428571428571,0.06899999999999999,0.03342857142857143,86.57142857142857,46.285714285714285,0,3,0,2,0,2,0,0,54.0,0,1,0,0,0,1,0
101,부산,2020,16,7.142857142857143,7.500000000000002,-1.5,7.6,3.1571428571428575,0.009571428571428573,0.8142857142857143,0.08114285714285716,0.061285714285714284,102.14285714285714,65.14285714285714,0,4,0,1,0,1,1,0,67.0,0,1,0,0,0,1,0
102,서울,2020,16,11.157142857142857,4.799999999999999,-1.9000000000000004,5.6,2.5285714285714285,0.009142857142857144,0.9142857142857144,0.08314285714285716,0.06714285714285714,147.14285714285714,55.0,0,2,0,1,0,2,1,1,261.0,0,1,0,0,0,1,0
103,울산,2020,16,8.742857142857144,8.7,-1.7000000000000002,6.5,2.3000000000000003,0.029285714285714286,1.1714285714285713,0.06457142857142857,0.05171428571428571,71.0,36.285714285714285,0,3,0,0,0,0,3,1,25.0,0,1,0,0,0,1,0
104,인천,2020,16,9.128571428571428,2.1333333333333293,-0.833333333333333,8.9,2.914285714285714,0.008142857142857143,0.9428571428571428,0.08257142857142856,0.07071428571428572,81.57142857142857,50.857142857142854,1,0,0,3,0,3,0,0,80.0,0,1,0,0,0,1,0
