,지역,년,주,주 평균 일교차(°C),전날 대비 최고 기온 상승 최대 변화(°C),전날 대비 최저 기온 하강 최대 변화(°C),주평균 최대 풍속(m/s),주평균 평균 풍속(m/s),SO2_최대값,CO_최대값,O3_최대값,NO2_최대값,PM10_최대값,PM25_최대값,풍향(N~NE),풍향(NE~E),풍향(E~SE),풍향(SE~S),풍향(S~SW),풍향(SW~W),풍향(W~NW),풍향(NW~N),환자 수,주 평균 기온(°C) 5도 미만,주 평균 기온(°C) 5도 이상 15도 미만,주 평균 기온(°C) 15도 이상 25도 미만,주 평균 기온(°C) 25도 이상,상대습도 (건조),상대습도 (적정),상대습도 (습함)
105,광주,2020,17,10.62857142857143,5.5,-1.8000000000000007,9.1,2.257142857142857,0.0054285714285714284,0.6857142857142857,0.07442857142857143,0.03928571428571429,108.0,32.42857142857143,1,0,0,0,1,4,0,1,36.0,0,1,0,0,0,1,0
106,대구,2020,17,12.142857142857142,5.9,-3.3999999999999995,9.2,4.114285714285715,0.0051428571428571435,0.6142857142857142,0.06914285714285714,0.04128571428571428,167.42857142857142,40.0,0,0,0,0,0,2,5,0,59.0,0,1,0,0,0,1,0
107,대전,2020,17,10.7,5.900000000000002,-2.7,6.3,2.542857142857143,0.003857142857142857,0.5142857142857143,0.06571428571428571,0.023142857142857142,88.0,28.0,0,0,0,3,0,4,0,0,58.0,0,1,0,0,0,1,0
108,부산,2020,17,9.971428571428572,3.6000000000000014,-3.0,13.0,4.828571428571428,0.011428571428571429,0.6285714285714284,0.07714285714285715,0.041,152.71428571428572,40.142857142857146,0,0,0,0,1,6,0,0,81.0,0,1,0,0,0,1,0
109,서울,2020,17,7.828571428571429,4.5,-3.1000000000000005,8.9,3.7714285714285714,0.010571428571428574,0.7857142857142857,0.07785714285714285,0.04114285714285714,157.57142857142858,48.142857142857146,0,0,0,0,0,4,3,0,279.0,0,1,0,0,0,1,0
110,울산,2020,17,11.471428571428572,6.5,-3.3,7.7,3.1285714285714286,0.024714285714285713,1.2285714285714284,0.074,0.041428571428571426,103.42857142857143,37.857142857142854,0,1,0,0,3,1,2,0,31.0,0,1,0,0,0,1,0
111,인천,2020,17,6.485714285714286,3.2666666666666657,-2.333333333333333,10.4,5.314285714285714,0.00842857142857143,0.8285714285714285,0.06628571428571428,0.03828571428571429,102.42857142857143,33.714285714285715,0,0,0,0,0,2,2,3,70.0,0,1,0,0,0,1,0
112,광주,2020,18,11.414285714285715,3.200000000000003,-2.1999999999999993,7.9,1.957142857142857,0.011857142857142858,1.0285714285714287,0.07885714285714286,0.046,75.28571428571429,43.0,0,0,0,2,2,2,1,0,34.0,0,0,1,0,0,1,0
113,대구,2020,18,14.342857142857143,3.5,-4.0,5.4,1.9285714285714286,0.005714285714285714,0.6857142857142857,0.0802857142857143,0.04471428571428571,81.57142857142857,41.57142857142857,0,0,1,0,0,2,4,0,56.0,0,0,1,0,0,1,0
114,대전,2020,18,13.071428571428571,3.3000000000000007,-2.6000000000000014,5.2,1.7285714285714284,0.003857142857142857,0.6428571428571429,0.06985714285714285,0.03014285714285714,78.14285714285714,33.285714285714285,0,1,3,2,0,1,0,0,51.0,0,0,1,0,0,1,0
115,부산,2020,18,7.714285714285714,3.5,-0.9000000000000004,10.1,4.085714285714285,0.007428571428571429,0.6571428571428571,0.09085714285714286,0.049999999999999996,101.71428571428571,50.714285714285715,0,0,0,0,3,4,0,0,62.0,0,0,1,0,0,1,0
116,서울,2020,18,10.514285714285714,3.5,-1.0,5.9,2.585714285714286,0.009142857142857144,0.9,0.07885714285714286,0.05242857142857143,74.85714285714286,46.857142857142854,0,0,0,1,0,2,3,1,285.0,0,0,1,0,0,1,0
117,울산,2020,18,12.157142857142857,4.400000000000002,-1.9000000000000004,5.7,2.142857142857143,0.038,1.2,0.07514285714285715,0.04971428571428571,86.0,43.42857142857143,0,0,0,1,4,1,1,0,28.0,0,0,1,0,0,1,0
118,인천,2020,18,7.514285714285714,5.800000000000001,0.23333333333333428,7.2,3.0142857142857147,0.008142857142857143,0.8428571428571429,0.088,0.062142857142857146,77.28571428571429,43.57142857142857,0,0,0,1,3,3,0,0,55.0,0,1,0,0,0,1,0
119,광주,2020,19,10.799999999999999,7.300000000000001,-2.6999999999999993,7.1,1.9428571428571428,0.011428571428571429,1.4857142857142858,0.07414285714285715,0.04771428571428571,79.71428571428571,44.714285714285715,0,0,0,3,2,1,1,0,34.0,0,0,1,0,0,1,0
120,대구,2020,19,10.742857142857142,9.399999999999999,-3.5,8.5,2.9285714285714284,0.005571428571428572,0.6857142857142857,0.06642857142857143,0.03685714285714286,81.28571428571429,38.0,0,2,3,1,0,0,1,0,70.0,0,0,1,0,0,1,0
121,대전,2020,19,10.799999999999999,5.600000000000001,-2.8999999999999986,7.5,2.1,0.0032857142857142855,0.6857142857142857,0.06328571428571429,0.02642857142857143,81.85714285714286,28.142857142857142,0,4,1,1,0,1,0,0,69.0,0,0,1,0,0,1,0
122,부산,2020,19,6.9,7.100000000000001,-1.6000000000000014,9.6,3.3714285714285714,0.011,0.9428571428571428,0.07628571428571429,0.05614285714285714,90.28571428571429,64.71428571428571,0,3,0,1,0,3,0,0,70.0,0,0,1,0,0,1,0
123,서울,2020,19,9.385714285714286,8.3,-2.1999999999999993,5.9,2.5285714285714285,0.012428571428571428,0.9714285714285715,0.082,0.054285714285714284,81.85714285714286,49.285714285714285,0,2,0,0,0,3,1,1,332.0,0,0,1,0,0,1,0
124,울산,2020,19,9.0,7.0,-1.700000000000001,5.7,2.1285714285714286,0.06585714285714285,1.3285714285714287,0.06414285714285714,0.04271428571428571,75.42857142857143,41.142857142857146,0,3,0,0,2,0,0,2,22.0,0,0,1,0,0,1,0
125,인천,2020,19,8.233333333333334,6.566666666666666,-4.6,6.7,2.914285714285714,0.0074285714285714285,0.8571428571428571,0.07971428571428572,0.0652857142857143,69.85714285714286,39.857142857142854,0,0,1,2,1,2,1,0,77.0,0,1,0,0,0,1,0
126,광주,2020,20,10.5,6.899999999999999,-1.5,6.4,1.657142857142857,0.011285714285714286,1.2285714285714284,0.078,0.04971428571428571,142.28571428571428,45.42857142857143,0,0,0,2,1,4,0,0,35.0,0,0,1,0,0,1,0
127,대구,2020,20,12.714285714285714,6.800000000000001,-4.0,8.6,2.4,0.004714285714285714,0.7000000000000001,0.0802857142857143,0.047,154.57142857142858,46.0,0,0,1,2,0,2,2,0,70.0,0,0,1,0,0,1,0
128,대전,2020,20,10.142857142857142,7.699999999999999,-2.9000000000000004,4.6,1.6428571428571428,0.0037142857142857147,0.8142857142857143,0.07085714285714285,0.028714285714285716,96.28571428571429,29.857142857142858,0,1,3,2,0,1,0,0,64.0,0,0,1,0,0,1,0
129,부산,2020,20,7.671428571428571,5.599999999999998,-3.0999999999999996,10.5,3.242857142857143,0.007714285714285714,0.9,0.08471428571428571,0.05557142857142857,171.85714285714286,68.85714285714286,0,0,0,5,0,1,1,0,91.0,0,0,1,0,0,1,0
130,서울,2020,20,9.185714285714285,5.399999999999999,-1.9000000000000004,6.5,2.4285714285714284,0.009285714285714286,0.9571428571428572,0.08071428571428571,0.055,167.28571428571428,58.714285714285715,0,1,0,1,0,0,2,3,294.0,0,0,1,0,0,1,0
131,울산,2020,20,10.27142857142857,5.899999999999999,-4.6,5.8,1.957142857142857,0.03471428571428571,1.8,0.07914285714285715,0.05971428571428572,119.0,54.42857142857143,0,1,0,2,2,0,1,1,36.0,0,0,1,0,0,1,0
132,인천,2020,20,7.2904761904761894,2.3999999999999986,-1.299999999999999,7.4,2.914285714285714,0.006714285714285714,0.8428571428571429,0.078,0.06157142857142857,109.85714285714286,40.42857142857143,0,1,0,2,1,1,0,2,79.0,0,0,1,0,0,1,0
133,광주,2020,21,10.485714285714286,6.800000000000001,-3.0,7.2,1.7857142857142858,0.013857142857142858,1.3571428571428572,0.07128571428571429,0.04357142857142857,78.28571428571429,43.0,0,0,0,1,3,3,0,0,37.0,0,0,1,0,0,1,0
134,대구,2020,21,10.814285714285715,5.400000000000002,-4.399999999999999,7.3,2.8,0.005571428571428572,0.7857142857142857,0.06814285714285714,0.03785714285714286,66.57142857142857,47.0,0,0,3,2,0,2,0,0,61.0,0,0,1,0,0,1,0
135,대전,2020,21,10.657142857142857,4.0,-3.0999999999999996,7.8,1.6142857142857143,0.004,0.7571428571428571,0.06899999999999999,0.02142857142857143,62.0,29.285714285714285,0,3,3,0,0,1,0,0,72.0,0,0,1,0,0,1,0
136,부산,2020,21,6.242857142857143,2.1999999999999993,-3.099999999999998,11.8,3.0,0.009,0.7999999999999999,0.07771428571428572,0.05128571428571428,96.85714285714286,69.42857142857143,0,2,3,1,0,1,0,0,75.0,0,0,1,0,0,1,0
137,서울,2020,21,9.385714285714286,3.0,-3.0999999999999996,7.2,2.3714285714285714,0.016,0.9142857142857144,0.08014285714285715,0.05014285714285714,85.0,54.714285714285715,0,3,0,0,0,2,2,0,340.0,0,0,1,0,0,1,0
138,울산,2020,21,8.242857142857142,5.0,-3.6000000000000014,5.7,1.8142857142857143,0.04271428571428571,1.0,0.059000000000000004,0.039714285714285716,75.85714285714286,43.714285714285715,0,4,0,1,1,1,0,0,29.0,0,0,1,0,0,1,0
139,인천,2020,21,7.190476190476191,3.7666666666666693,-2.0999999999999996,10.7,2.8428571428571425,0.00842857142857143,0.7714285714285715,0.07357142857142858,0.049,66.71428571428571,42.0,0,2,0,1,0,3,1,0,85.0,0,0,1,0,0,0,1
140,광주,2020,22,10.285714285714286,3.0,-2.4000000000000004,5.3,1.4000000000000001,0.018714285714285715,1.4428571428571428,0.09871428571428573,0.045142857142857144,91.57142857142857,54.142857142857146,0,0,0,1,1,3,2,0,35.0,0,0,1,0,0,1,0
141,대구,2020,22,12.828571428571427,1.3000000000000007,-3.6000000000000014,5.7,2.085714285714286,0.007714285714285714,0.7142857142857143,0.08885714285714286,0.04757142857142858,81.42857142857143,55.285714285714285,0,1,3,0,0,0,2,1,65.0,0,0,1,0,0,1,0
142,대전,2020,22,11.085714285714285,2.6999999999999993,-1.799999999999999,4.2,1.157142857142857,0.007571428571428571,0.8285714285714285,0.08399999999999999,0.030714285714285715,80.0,40.42857142857143,0,0,2,2,0,3,0,0,64.0,0,0,1,0,0,1,0
143,부산,2020,22,7.571428571428571,3.8000000000000007,-1.1999999999999993,6.6,2.314285714285714,0.017285714285714286,0.9142857142857144,0.10757142857142857,0.05814285714285715,86.71428571428571,66.14285714285714,0,2,2,2,0,0,0,1,86.0,0,0,1,0,0,1,0
144,서울,2020,22,10.857142857142858,4.200000000000003,-1.0,5.9,2.1285714285714286,0.021285714285714286,0.9428571428571428,0.10985714285714286,0.054285714285714284,80.28571428571429,57.714285714285715,0,0,0,1,0,0,3,3,304.0,0,0,1,0,0,1,0
145,울산,2020,22,9.87142857142857,2.3000000000000007,-2.3000000000000007,5.1,1.657142857142857,0.046142857142857145,1.5,0.09614285714285713,0.061,112.28571428571429,70.42857142857143,0,3,2,1,0,0,0,1,33.0,0,0,1,0,0,1,0
146,인천,2020,22,8.257142857142856,3.099999999999998,-0.6333333333333346,5.1,2.185714285714286,0.008571428571428572,0.8571428571428571,0.108,0.04742857142857143,73.71428571428571,52.42857142857143,0,0,0,0,0,6,1,0,93.0,0,0,1,0,0,0,1
147,광주,2020,23,10.942857142857141,3.3999999999999986,-3.3000000000000007,6.0,1.5,0.02,1.5571428571428572,0.111,0.04442857142857143,120.71428571428571,77.71428571428571,0,0,0,0,1,5,0,1,39.0,0,0,1,0,0,1,0
148,대구,2020,23,12.985714285714286,5.0,-4.899999999999999,6.0,2.5285714285714285,0.006142857142857143,0.7428571428571429,0.09271428571428572,0.045571428571428575,105.0,51.142857142857146,0,1,1,1,0,1,2,1,54.0,0,0,1,0,0,1,0
149,대전,2020,23,9.542857142857143,5.600000000000001,-2.0,6.7,1.6857142857142857,0.011142857142857144,0.6714285714285715,0.08157142857142856,0.022,86.28571428571429,33.57142857142857,0,2,1,3,0,1,0,0,58.0,0,0,1,0,0,1,0
150,부산,2020,23,7.428571428571429,1.8999999999999986,-1.9000000000000021,8.1,3.3714285714285714,0.011857142857142856,0.7571428571428571,0.11014285714285714,0.05614285714285715,107.42857142857143,67.0,0,1,1,0,1,4,0,0,88.0,0,0,1,0,0,1,0
151,서울,2020,23,9.214285714285714,6.599999999999998,-1.8000000000000007,6.2,2.4,0.013,0.9571428571428572,0.11657142857142856,0.048285714285714286,95.0,52.857142857142854,0,0,0,0,1,2,4,0,314.0,0,0,1,0,0,1,0
152,울산,2020,23,10.528571428571427,4.699999999999999,-2.1000000000000014,4.4,1.7285714285714284,0.053714285714285714,1.4000000000000001,0.09114285714285715,0.05557142857142857,109.71428571428571,61.0,0,3,0,0,1,1,0,2,18.0,0,0,1,0,0,1,0
153,인천,2020,23,7.50952380952381,3.7333333333333343,-1.6000000000000014,8.8,2.6,0.006857142857142858,0.7857142857142857,0.10028571428571428,0.046142857142857145,86.28571428571429,46.285714285714285,0,0,0,1,0,4,2,0,71.0,0,0,1,0,0,0,1
154,광주,2020,24,9.528571428571428,2.8000000000000043,-0.8000000000000007,5.7,1.6999999999999997,0.02142857142857143,1.2428571428571427,0.11742857142857142,0.045,97.0,62.714285714285715,0,0,0,1,4,2,0,0,56.0,0,0,0,1,0,1,0
155,대구,2020,24,12.642857142857142,4.300000000000001,-0.9000000000000021,7.2,1.7,0.006714285714285714,0.9,0.10228571428571429,0.046714285714285715,81.85714285714286,47.142857142857146,0,1,1,0,0,2,2,1,78.0,0,0,0,1,0,1,0
156,대전,2020,24,10.028571428571428,3.299999999999997,-0.9000000000000021,5.4,1.0857142857142856,0.007,0.8428571428571429,0.08671428571428572,0.02614285714285714,75.71428571428571,36.714285714285715,0,0,0,2,1,0,1,3,78.0,0,0,0,1,0,1,0
157,부산,2020,24,6.871428571428571,3.3999999999999986,-0.8000000000000007,10.0,2.7285714285714286,0.011428571428571429,0.8142857142857143,0.1142857142857143,0.05542857142857143,109.71428571428571,66.28571428571429,0,0,0,3,1,3,0,0,87.0,0,0,1,0,0,1,0
158,서울,2020,24,10.257142857142856,5.899999999999999,-1.0,6.2,2.157142857142857,0.016,1.042857142857143,0.12142857142857143,0.05585714285714286,93.85714285714286,53.285714285714285,0,0,0,0,0,0,5,2,355.0,0,0,0,1,0,1,0
159,울산,2020,24,9.114285714285714,3.1000000000000014,-1.5,4.1,1.4142857142857144,0.052142857142857144,1.3285714285714285,0.10014285714285713,0.06399999999999999,101.14285714285714,63.285714285714285,0,0,2,1,1,0,0,3,38.0,0,0,1,0,0,1,0
160,인천,2020,24,8.933333333333334,4.066666666666666,-1.966666666666665,5.2,2.257142857142857,0.008142857142857143,0.7857142857142857,0.12871428571428573,0.056285714285714286,87.28571428571429,47.285714285714285,0,0,0,0,0,3,0,4,96.0,0,0,1,0,0,1,0
161,광주,2020,25,9.171428571428573,10.0,-3.099999999999998,5.6,1.2,0.01842857142857143,1.6571428571428573,0.11028571428571429,0.039142857142857146,82.0,48.42857142857143,0,2,0,0,0,5,0,0,44.0,0,0,1,0,0,1,0
162,대구,2020,25,9.72857142857143,5.599999999999998,-3.200000000000003,6.2,2.2142857142857144,0.005285714285714285,0.7142857142857143,0.09742857142857142,0.043,68.28571428571429,46.0,0,1,3,2,0,0,1,0,72.0,0,0,1,0,0,1,0
163,대전,2020,25,8.871428571428572,7.0,-2.6000000000000014,4.1,1.3285714285714287,0.008285714285714285,0.8285714285714285,0.08499999999999999,0.024714285714285713,72.0,36.42857142857143,0,3,0,3,1,0,0,0,60.0,0,0,1,0,0,1,0
164,부산,2020,25,7.028571428571429,5.900000000000002,-2.8999999999999986,6.2,2.6285714285714286,0.011428571428571429,1.0142857142857142,0.11585714285714285,0.047142857142857146,124.42857142857143,61.0,0,3,1,1,0,1,0,1,85.0,0,0,1,0,0,1,0
165,서울,2020,25,9.900000000000002,3.0000000000000036,-1.9000000000000021,6.3,2.1142857142857143,0.015428571428571429,1.042857142857143,0.11785714285714287,0.04814285714285715,78.42857142857143,48.0,0,0,0,0,0,1,5,1,359.0,0,0,1,0,0,1,0
166,울산,2020,25,7.785714285714286,4.399999999999999,-2.3000000000000007,5.3,1.9142857142857144,0.046,1.1857142857142857,0.07457142857142858,0.04528571428571428,84.28571428571429,47.0,0,3,0,1,0,1,0,2,22.0,0,0,1,0,0,1,0
167,인천,2020,25,8.19047619047619,3.5333333333333314,-1.6666666666666643,5.3,2.414285714285714,0.008,0.8571428571428571,0.11599999999999999,0.04242857142857143,71.57142857142857,41.285714285714285,0,0,0,0,0,3,1,3,83.0,0,0,1,0,0,1,0
168,광주,2020,26,8.457142857142857,5.0,-1.2000000000000028,5.7,1.7285714285714284,0.015857142857142858,1.5142857142857145,0.10814285714285714,0.04257142857142857,76.0,45.142857142857146,1,0,0,1,3,2,0,0,36.0,0,0,1,0,0,0,1
169,대구,2020,26,10.442857142857141,6.300000000000001,-1.5,5.4,1.9142857142857141,0.004857142857142858,0.8714285714285713,0.09242857142857143,0.04342857142857143,63.285714285714285,43.57142857142857,0,1,3,1,0,0,0,2,67.0,0,0,0,1,0,1,0
170,대전,2020,26,8.414285714285715,4.800000000000001,-1.1000000000000014,4.7,1.4000000000000001,0.006,0.7428571428571429,0.08142857142857142,0.024999999999999998,55.285714285714285,32.142857142857146,0,0,1,2,2,0,0,2,61.0,0,0,1,0,0,1,0
171,부산,2020,26,7.542857142857143,3.599999999999998,-0.5999999999999979,7.4,2.4285714285714284,0.014,0.9857142857142858,0.08957142857142857,0.05228571428571428,112.42857142857143,48.42857142857143,0,0,0,4,1,2,0,0,77.0,0,0,1,0,0,1,0
172,서울,2020,26,7.92857142857143,3.900000000000002,-3.3000000000000007,5.7,2.3428571428571425,0.01057142857142857,0.9857142857142858,0.10171428571428572,0.05185714285714286,78.28571428571429,43.0,0,0,0,2,0,3,2,0,303.0,0,0,1,0,0,1,0
173,울산,2020,26,9.342857142857142,4.199999999999999,-0.5,4.3,1.4000000000000001,0.06528571428571428,1.8714285714285714,0.08642857142857142,0.059,98.71428571428571,54.42857142857143,0,1,2,0,2,0,0,2,22.0,0,0,1,0,0,0,1
174,인천,2020,26,6.166666666666667,3.033333333333335,-0.9666666666666686,6.9,2.7857142857142856,0.007285714285714286,0.7714285714285715,0.09914285714285716,0.04342857142857143,65.14285714285714,43.0,0,0,1,0,0,5,0,1,92.0,0,0,1,0,0,0,1
175,광주,2020,27,6.457142857142856,5.199999999999999,-1.6999999999999993,6.9,1.4571428571428573,0.013285714285714286,1.4142857142857144,0.08399999999999999,0.033,64.85714285714286,43.0,1,2,0,2,2,0,0,0,35.0,0,0,1,0,0,0,1
176,대구,2020,27,7.614285714285714,4.400000000000002,-1.5999999999999979,7.5,2.185714285714286,0.005142857142857143,0.7857142857142857,0.06485714285714286,0.031714285714285716,53.42857142857143,34.714285714285715,0,1,4,0,0,1,1,0,59.0,0,0,1,0,0,1,0
177,대전,2020,27,6.957142857142857,4.5,-2.0,5.5,1.4285714285714286,0.0035714285714285718,0.6714285714285715,0.061857142857142854,0.021,42.142857142857146,23.714285714285715,0,0,3,3,0,0,0,1,55.0,0,0,1,0,0,0,1
178,부산,2020,27,5.714285714285714,3.299999999999997,-2.8000000000000007,13.0,3.2857142857142856,0.011,0.7999999999999999,0.08342857142857142,0.04428571428571428,114.28571428571429,59.857142857142854,0,3,1,2,0,1,0,0,101.0,0,0,1,0,0,0,1
179,서울,2020,27,7.42857142857143,5.5,-2.200000000000003,7.6,2.4,0.013285714285714286,1.0857142857142856,0.09057142857142857,0.041428571428571426,85.71428571428571,55.0,0,2,0,1,0,3,0,1,316.0,0,0,1,0,0,1,0
180,울산,2020,27,6.471428571428571,4.199999999999999,-1.9000000000000021,5.9,1.8285714285714287,0.05128571428571428,1.1857142857142857,0.07085714285714285,0.04214285714285714,91.0,56.857142857142854,0,2,1,2,1,0,0,1,31.0,0,0,1,0,0,0,1
181,인천,2020,27,6.338095238095237,2.9000000000000057,-0.8999999999999986,9.0,2.814285714285714,0.008571428571428572,0.8285714285714285,0.09371428571428572,0.03828571428571429,70.0,48.57142857142857,1,1,0,2,0,2,0,1,92.0,0,0,1,0,0,0,1
182,광주,2020,28,7.228571428571428,6.600000000000001,-2.0,5.5,1.3857142857142857,0.012142857142857144,1.2428571428571427,0.08742857142857142,0.03271428571428572,54.42857142857143,38.0,1,1,0,2,2,1,0,0,31.0,0,0,1,0,0,0,1
183,대구,2020,28,7.999999999999999,4.299999999999997,-3.5,6.1,2.4,0.005142857142857143,0.7714285714285715,0.07428571428571429,0.03157142857142857,68.42857142857143,42.57142857142857,0,1,4,1,0,0,0,1,65.0,0,0,1,0,0,1,0
184,대전,2020,28,7.985714285714286,2.5,-4.600000000000001,6.6,1.6,0.0035714285714285718,0.7285714285714285,0.06757142857142857,0.02057142857142857,40.0,27.285714285714285,0,0,3,3,1,0,0,0,61.0,0,0,1,0,0,0,1
185,부산,2020,28,4.5,3.0,-1.5,8.1,2.628571428571429,0.008857142857142857,0.7714285714285715,0.088,0.04371428571428571,74.14285714285714,46.0,0,3,0,0,1,3,0,0,86.0,0,0,1,0,0,0,1
186,서울,2020,28,7.514285714285713,3.299999999999997,-0.8000000000000007,6.6,2.3000000000000003,0.013,1.1285714285714286,0.10128571428571428,0.04285714285714286,69.57142857142857,49.714285714285715,0,3,0,0,0,0,2,2,306.0,0,0,0,1,0,1,0
187,울산,2020,28,5.828571428571428,4.400000000000002,-2.0,4.3,1.4285714285714286,0.062,1.5285714285714285,0.07271428571428572,0.04757142857142858,94.0,56.714285714285715,0,4,1,1,1,0,0,0,33.0,0,0,1,0,0,0,1
188,인천,2020,28,6.814285714285714,1.9333333333333336,-0.9666666666666686,6.4,2.6,0.005,0.7285714285714285,0.08971428571428572,0.03542857142857143,57.57142857142857,33.714285714285715,0,2,1,0,0,3,0,1,74.0,0,0,1,0,0,0,1
189,광주,2020,29,5.614285714285715,6.800000000000001,-1.1000000000000014,7.6,1.9285714285714286,0.009,0.8714285714285716,0.073,0.030428571428571426,49.142857142857146,32.714285714285715,0,0,0,3,3,1,0,0,26.0,0,0,1,0,0,0,1
190,대구,2020,29,7.585714285714286,5.900000000000002,-0.8999999999999986,7.6,2.7714285714285714,0.006,0.7714285714285715,0.061142857142857145,0.03271428571428572,56.285714285714285,34.285714285714285,0,0,3,4,0,0,0,0,49.0,0,0,1,0,0,1,0
191,대전,2020,29,6.714285714285714,3.5,-1.1999999999999993,5.5,1.5999999999999999,0.004428571428571428,0.7285714285714285,0.061,0.020714285714285713,39.42857142857143,23.285714285714285,0,1,1,2,0,1,0,2,40.0,0,0,1,0,0,0,1
192,부산,2020,29,4.371428571428571,3.1999999999999993,-0.8999999999999986,8.1,2.357142857142857,0.008857142857142857,0.7,0.071,0.03842857142857143,63.142857142857146,43.142857142857146,0,3,3,0,1,0,0,0,68.0,0,0,1,0,0,0,1
193,서울,2020,29,7.785714285714286,4.399999999999999,-4.0,5.9,2.4,0.011,0.9285714285714286,0.08814285714285715,0.038571428571428576,58.857142857142854,34.857142857142854,0,4,0,0,0,2,1,0,285.0,0,0,1,0,0,1,0
194,울산,2020,29,5.499999999999999,3.8999999999999986,-1.6999999999999993,4.4,1.5285714285714285,0.03628571428571429,1.2,0.05157142857142857,0.03085714285714286,58.142857142857146,38.857142857142854,0,2,1,1,0,0,0,3,25.0,0,0,1,0,0,0,1
195,인천,2020,29,6.314285714285715,3.5,-2.8333333333333357,7.3,3.0142857142857147,0.005285714285714285,0.7000000000000001,0.08085714285714286,0.03742857142857143,48.285714285714285,23.571428571428573,0,2,0,1,0,4,0,0,77.0,0,0,1,0,0,0,1
196,광주,2020,30,4.885714285714285,4.099999999999998,-1.6999999999999993,8.3,1.6428571428571428,0.009714285714285715,1.4714285714285715,0.061285714285714284,0.029857142857142856,44.57142857142857,30.142857142857142,0,0,0,1,6,0,0,0,37.0,0,0,1,0,0,0,1
197,대구,2020,30,5.3428571428571425,5.399999999999999,-3.099999999999998,8.5,2.0,0.0064285714285714285,0.6714285714285715,0.055714285714285716,0.033,47.857142857142854,27.285714285714285,0,0,3,2,0,0,2,0,54.0,0,0,1,0,0,0,1
198,대전,2020,30,4.885714285714285,2.099999999999998,-1.0,6.7,1.2714285714285716,0.0031428571428571426,0.7000000000000001,0.049571428571428565,0.019142857142857145,36.42857142857143,21.285714285714285,0,1,1,4,0,0,0,1,69.0,0,0,1,0,0,0,1
199,부산,2020,30,3.942857142857143,3.400000000000002,-1.2000000000000028,13.2,3.6999999999999997,0.008,0.7000000000000001,0.06785714285714285,0.041999999999999996,56.285714285714285,39.142857142857146,0,2,0,2,1,2,0,0,83.0,0,0,1,0,0,0,1
200,서울,2020,30,6.185714285714286,4.199999999999999,-4.100000000000001,8.7,2.8857142857142857,0.01442857142857143,1.1285714285714286,0.07171428571428572,0.039142857142857146,62.285714285714285,34.42857142857143,0,4,0,1,1,1,0,0,289.0,0,0,1,0,0,0,1
201,울산,2020,30,5.214285714285714,3.6999999999999993,-3.1999999999999993,6.1,1.9142857142857144,0.03342857142857143,1.3285714285714287,0.062285714285714285,0.04871428571428571,76.0,47.42857142857143,0,4,1,0,2,0,0,0,27.0,0,0,1,0,0,0,1
202,인천,2020,30,5.495238095238094,3.3333333333333357,-1.5333333333333314,10.1,3.5142857142857147,0.004428571428571428,0.7999999999999999,0.06385714285714286,0.036,51.714285714285715,24.571428571428573,0,4,0,0,1,2,0,0,78.0,0,0,1,0,0,0,1
203,광주,2020,31,5.542857142857143,3.900000000000002,-1.8999999999999986,6.8,1.5714285714285714,0.010428571428571428,0.9571428571428572,0.05385714285714286,0.029428571428571425,49.0,30.285714285714285,0,1,0,1,3,2,0,0,33.0,0,0,0,1,0,0,1
204,대구,2020,31,5.957142857142857,6.5,-0.40000000000000213,4.3,1.7428571428571427,0.006571428571428571,0.7857142857142857,0.04642857142857143,0.038714285714285715,62.857142857142854,42.42857142857143,0,0,1,3,0,1,1,1,66.0,0,0,1,0,0,0,1
205,대전,2020,31,5.3428571428571425,3.0,-0.6000000000000014,4.7,1.1999999999999997,0.0031428571428571426,0.5714285714285714,0.03514285714285714,0.016571428571428574,30.428571428571427,18.142857142857142,0,0,1,5,1,0,0,0,57.0,0,0,0,1,0,0,1
206,부산,2020,31,4.6571428571428575,3.099999999999998,-0.10000000000000142,8.1,2.557142857142857,0.009857142857142858,0.7571428571428571,0.058428571428571434,0.03985714285714286,59.285714285714285,36.857142857142854,0,3,0,1,2,1,0,0,81.0,0,0,1,0,0,0,1
207,서울,2020,31,3.6999999999999993,3.5,-0.8000000000000007,7.5,2.042857142857143,0.008857142857142857,1.1857142857142857,0.060142857142857144,0.04114285714285714,60.0,39.285714285714285,0,3,0,1,1,1,1,0,315.0,0,0,1,0,0,0,1
208,울산,2020,31,5.657142857142857,5.800000000000001,-0.9000000000000021,4.8,1.4285714285714286,0.04257142857142857,1.5,0.05485714285714286,0.045571428571428575,89.14285714285714,57.857142857142854,0,1,0,0,3,0,0,3,31.0,0,0,1,0,0,0,1
209,인천,2020,31,3.942857142857143,2.299999999999997,-1.36666666666666,7.9,2.242857142857143,0.0054285714285714284,0.7428571428571429,0.054,0.03242857142857143,43.0,23.714285714285715,0,3,0,1,1,1,1,0,69.0,0,0,1,0,0,0,1
210,광주,2020,32,4.914285714285714,4.599999999999998,-1.6000000000000014,7.5,2.9285714285714284,0.011,1.5714285714285714,0.03742857142857143,0.02342857142857143,69.42857142857143,40.714285714285715,0,0,0,2,4,1,0,0,41.0,0,0,0,1,0,0,1
211,대구,2020,32,6.571428571428571,8.399999999999999,-3.3000000000000007,5.2,1.542857142857143,0.005714285714285714,0.6714285714285715,0.03271428571428572,0.025285714285714283,54.42857142857143,33.142857142857146,0,0,2,1,0,3,1,0,66.0,0,0,0,1,0,1,0
