,지역,년,주,주 평균 일교차(°C),전날 대비 최고 기온 상승 최대 변화(°C),전날 대비 최저 기온 하강 최대 변화(°C),주평균 최대 풍속(m/s),주평균 평균 풍속(m/s),SO2_최대값,CO_최대값,O3_최대값,NO2_최대값,PM10_최대값,PM25_최대값,풍향(N~NE),풍향(NE~E),풍향(E~SE),풍향(SE~S),풍향(S~SW),풍향(SW~W),풍향(W~NW),풍향(NW~N),환자 수,주 평균 기온(°C) 5도 미만,주 평균 기온(°C) 5도 이상 15도 미만,주 평균 기온(°C) 15도 이상 25도 미만,주 평균 기온(°C) 25도 이상,상대습도 (건조),상대습도 (적정),상대습도 (습함)
237,인천,2017,35,7.423809523809523,1.7666666666666622,-2.1999999999999957,7.3,2.942857142857143,0.009285714285714286,0.6428571428571429,0.07171428571428572,0.04971428571428571,65.71428571428571,39.42857142857143,3,0,0,0,0,2,0,2,99.0,0,0,1,0,0,1,0
238,광주,2017,36,7.900000000000001,2.6999999999999993,-1.1000000000000014,4.6,1.1428571428571428,0.006857142857142858,0.7714285714285715,0.038714285714285715,0.02514285714285714,55.285714285714285,27.142857142857142,3,2,0,1,0,1,0,0,34.0,0,0,1,0,0,0,1
239,대구,2017,36,9.942857142857145,3.0,-0.3999999999999986,4.9,1.5142857142857142,0.012285714285714285,1.5857142857142856,0.043,0.06414285714285714,84.0,62.57142857142857,0,2,0,0,0,2,1,2,30.0,0,0,1,0,0,1,0
240,대전,2017,36,8.028571428571428,4.0,-0.8000000000000007,4.4,0.9428571428571428,0.013428571428571429,1.0714285714285714,0.03457142857142857,0.053714285714285714,112.14285714285714,45.142857142857146,0,0,1,2,0,0,1,3,64.0,0,0,1,0,0,0,1
241,부산,2017,36,6.5,4.399999999999999,-2.900000000000002,6.2,2.0571428571428574,0.012285714285714285,1.3142857142857143,0.033999999999999996,0.05485714285714286,97.71428571428571,58.285714285714285,0,2,1,0,1,0,0,3,68.0,0,0,1,0,0,1,0
242,서울,2017,36,7.657142857142858,3.5,-1.8999999999999986,3.9,1.4857142857142858,0.008285714285714285,1.0571428571428572,0.03671428571428571,0.037571428571428575,87.14285714285714,66.57142857142857,0,1,0,2,0,0,3,1,270.0,0,0,1,0,0,1,0
243,울산,2017,36,8.957142857142856,2.599999999999998,-1.0,4.9,1.4428571428571428,0.007857142857142858,0.6714285714285715,0.04828571428571428,0.03257142857142857,85.28571428571429,40.42857142857143,0,2,0,1,0,0,0,4,21.0,0,0,1,0,0,0,1
244,인천,2017,36,6.271428571428571,2.6999999999999993,-2.2333333333333307,4.6,1.842857142857143,0.011285714285714286,0.8428571428571429,0.07342857142857143,0.061857142857142854,106.42857142857143,62.0,1,1,0,1,0,1,1,2,86.0,0,0,1,0,0,0,1
245,광주,2017,37,10.057142857142859,4.799999999999997,-2.099999999999998,6.5,2.1714285714285713,0.006714285714285714,1.0714285714285714,0.034999999999999996,0.028857142857142856,52.42857142857143,33.285714285714285,4,3,0,0,0,0,0,0,43.0,0,0,1,0,0,1,0
246,대구,2017,37,8.2,7.300000000000001,-2.8999999999999986,7.5,2.257142857142857,0.011285714285714286,1.5142857142857142,0.047142857142857146,0.054285714285714284,112.14285714285714,60.0,0,4,1,0,0,0,2,0,41.0,0,0,1,0,0,1,0
247,대전,2017,37,9.457142857142856,5.399999999999999,-3.3000000000000007,6.9,1.9285714285714286,0.006714285714285714,1.3142857142857143,0.026285714285714284,0.05485714285714286,98.0,71.42857142857143,0,2,1,2,0,0,0,2,50.0,0,0,1,0,0,1,0
248,부산,2017,37,5.585714285714286,2.900000000000002,-1.2999999999999972,8.8,3.5285714285714285,0.009571428571428573,1.1714285714285715,0.03842857142857143,0.053,118.14285714285714,94.42857142857143,0,3,1,1,0,0,0,2,70.0,0,0,1,0,0,1,0
249,서울,2017,37,10.528571428571428,3.299999999999997,-1.799999999999999,5.9,2.442857142857143,0.007714285714285714,1.1857142857142857,0.036,0.03428571428571429,97.28571428571429,85.57142857142857,0,3,1,0,0,1,1,1,253.0,0,0,1,0,0,1,0
250,울산,2017,37,5.628571428571428,5.599999999999998,-2.400000000000002,6.7,2.5714285714285716,0.012142857142857144,1.0142857142857145,0.038714285714285715,0.054714285714285715,99.57142857142857,45.857142857142854,0,3,0,0,0,0,0,4,26.0,0,0,1,0,0,1,0
251,인천,2017,37,8.052380952380952,1.1666666666666679,-2.1999999999999993,6.6,3.6285714285714286,0.007714285714285714,0.6857142857142857,0.05771428571428571,0.04257142857142857,61.857142857142854,43.857142857142854,1,3,0,0,0,0,0,3,88.0,0,0,1,0,0,1,0
252,광주,2017,38,10.114285714285716,2.099999999999998,-4.699999999999999,4.9,1.2428571428571427,0.013714285714285715,1.2571428571428573,0.039714285714285716,0.04785714285714286,60.285714285714285,39.57142857142857,0,2,0,0,3,2,0,0,39.0,0,0,1,0,0,1,0
253,대구,2017,38,12.885714285714286,3.5,-3.4000000000000004,5.0,1.457142857142857,0.008142857142857143,1.2,0.046285714285714284,0.03842857142857143,197.14285714285714,67.28571428571429,0,0,0,0,0,3,2,2,55.0,0,0,1,0,0,1,0
254,대전,2017,38,10.671428571428573,0.8999999999999986,-3.3000000000000007,4.7,1.3142857142857143,0.006571428571428571,1.0571428571428572,0.03328571428571429,0.04371428571428571,102.0,83.14285714285714,0,0,0,6,0,0,0,1,64.0,0,0,1,0,0,1,0
255,부산,2017,38,7.714285714285714,2.6000000000000014,-1.5999999999999979,7.0,2.814285714285714,0.009857142857142856,1.0285714285714287,0.04157142857142857,0.053142857142857144,123.42857142857143,69.42857142857143,0,0,0,2,4,1,0,0,61.0,0,0,1,0,0,1,0
256,서울,2017,38,10.1,2.1000000000000014,-6.000000000000002,6.8,2.1142857142857143,0.007,1.1,0.038571428571428576,0.025857142857142856,93.57142857142857,74.0,0,0,0,0,2,4,1,0,288.0,0,0,1,0,0,1,0
257,울산,2017,38,10.785714285714286,5.600000000000001,-2.8999999999999986,4.9,1.4142857142857144,0.011571428571428571,1.0285714285714287,0.039142857142857146,0.048,94.71428571428571,49.714285714285715,0,1,3,0,0,3,0,0,21.0,0,0,1,0,0,1,0
258,인천,2017,38,8.24761904761905,1.93333333333333,-2.966666666666665,9.0,2.8857142857142857,0.008571428571428572,0.7571428571428571,0.08871428571428572,0.05042857142857143,106.42857142857143,58.285714285714285,1,0,0,1,0,4,0,1,86.0,0,0,1,0,0,1,0
259,광주,2017,39,9.52857142857143,6.100000000000001,-3.900000000000002,4.8,1.442857142857143,0.016714285714285716,1.5285714285714285,0.04257142857142857,0.06385714285714286,100.57142857142857,50.857142857142854,1,3,0,2,1,0,0,0,42.0,0,0,1,0,0,1,0
260,대구,2017,39,10.428571428571429,5.199999999999999,-4.300000000000001,5.8,1.8571428571428572,0.009857142857142856,1.2857142857142858,0.034,0.046142857142857145,90.57142857142857,36.142857142857146,0,0,2,2,0,1,2,0,67.0,0,0,1,0,0,1,0
261,대전,2017,39,9.87142857142857,4.299999999999997,-5.300000000000001,4.6,1.2,0.013714285714285715,1.0857142857142859,0.037,0.053714285714285714,79.71428571428571,42.42857142857143,0,1,1,2,0,0,0,3,64.0,0,0,1,0,0,1,0
262,부산,2017,39,7.057142857142858,3.3000000000000007,-3.6999999999999993,7.0,2.6142857142857143,0.013285714285714286,1.4142857142857144,0.037714285714285714,0.06314285714285714,142.14285714285714,79.57142857142857,1,0,1,0,2,1,0,2,70.0,0,0,1,0,0,1,0
263,서울,2017,39,10.342857142857143,2.3999999999999986,-5.699999999999999,6.0,1.9714285714285715,0.007857142857142858,0.8285714285714285,0.03671428571428571,0.03614285714285714,76.57142857142857,54.142857142857146,0,3,0,0,1,2,1,0,296.0,0,0,1,0,0,1,0
264,울산,2017,39,8.885714285714286,4.199999999999999,-3.3999999999999986,5.2,1.8571428571428572,0.010857142857142857,0.9571428571428572,0.04528571428571428,0.047857142857142855,69.42857142857143,39.0,0,2,0,0,2,1,0,2,34.0,0,0,1,0,0,1,0
265,인천,2017,39,7.338095238095237,2.4333333333333336,-4.633333333333336,8.2,3.057142857142857,0.008714285714285714,0.7142857142857143,0.06842857142857142,0.054714285714285715,99.71428571428571,53.285714285714285,0,1,0,0,0,1,0,5,98.0,0,0,1,0,0,1,0
266,광주,2017,40,7.614285714285715,7.099999999999998,-3.1999999999999993,4.7,1.3,0.02057142857142857,1.4142857142857144,0.045142857142857144,0.061285714285714284,103.85714285714286,71.85714285714286,0,5,0,0,0,0,2,0,11.0,0,0,1,0,0,0,1
267,대구,2017,40,6.799999999999999,6.0,-2.0999999999999996,6.8,1.8,0.01057142857142857,1.2285714285714284,0.030285714285714284,0.04942857142857143,57.42857142857143,26.714285714285715,0,3,1,1,0,2,0,0,22.0,0,0,1,0,0,0,1
268,대전,2017,40,7.871428571428572,6.199999999999999,-2.799999999999999,7.4,1.2428571428571427,0.016142857142857143,0.9714285714285714,0.032857142857142856,0.054285714285714284,60.57142857142857,32.142857142857146,0,2,1,2,0,0,0,2,21.0,0,0,1,0,0,0,1
269,부산,2017,40,6.471428571428571,4.0,-1.4000000000000021,6.4,2.542857142857143,0.011285714285714286,1.157142857142857,0.03642857142857143,0.05928571428571428,131.71428571428572,82.85714285714286,1,3,1,2,0,0,0,0,16.0,0,0,1,0,0,1,0
270,서울,2017,40,10.785714285714286,8.2,-2.700000000000001,5.8,1.9142857142857144,0.006714285714285714,0.6,0.032999999999999995,0.03942857142857143,45.42857142857143,31.142857142857142,0,2,0,0,0,0,3,2,119.0,0,0,1,0,0,1,0
271,울산,2017,40,5.7142857142857135,3.3999999999999986,-1.3999999999999986,5.5,2.2,0.028285714285714286,1.0857142857142856,0.04814285714285714,0.04928571428571428,102.42857142857143,52.142857142857146,1,3,0,1,0,0,0,2,18.0,0,0,1,0,0,0,1
272,인천,2017,40,7.938095238095238,4.466666666666669,-2.433333333333332,7.2,3.1,0.006142857142857143,0.5142857142857143,0.052,0.032999999999999995,57.285714285714285,38.0,0,2,0,0,0,0,0,5,47.0,0,0,1,0,0,1,0
273,광주,2017,41,9.128571428571428,5.300000000000001,-4.1,5.9,1.8,0.019714285714285715,1.7571428571428573,0.045,0.06942857142857142,110.28571428571429,62.57142857142857,2,4,0,0,1,0,0,0,36.0,0,0,1,0,0,1,0
274,대구,2017,41,8.371428571428572,2.700000000000003,-3.3000000000000007,5.2,1.7,0.010142857142857143,1.4428571428571428,0.022857142857142857,0.04785714285714286,54.42857142857143,35.42857142857143,0,1,1,1,0,0,3,1,57.0,0,0,1,0,0,1,0
275,대전,2017,41,8.928571428571429,4.799999999999999,-4.499999999999998,4.7,1.1428571428571428,0.006142857142857143,0.9571428571428572,0.033428571428571426,0.05157142857142857,66.0,32.42857142857143,0,0,1,1,0,1,0,4,53.0,0,0,1,0,0,0,1
276,부산,2017,41,7.142857142857143,1.8000000000000007,-6.700000000000001,6.8,2.8000000000000003,0.012142857142857141,0.9285714285714286,0.04342857142857143,0.048285714285714286,93.14285714285714,72.85714285714286,0,1,0,0,1,1,0,4,44.0,0,0,1,0,0,1,0
277,서울,2017,41,8.452380952380953,2.5,-6.400000000000002,6.9,2.257142857142857,0.006714285714285714,1.1857142857142857,0.033857142857142856,0.04257142857142857,53.857142857142854,33.142857142857146,0,1,0,0,1,2,1,2,257.0,0,0,1,0,0,1,0
278,울산,2017,41,7.357142857142857,2.099999999999998,-4.1,4.7,2.042857142857143,0.011857142857142858,1.1857142857142857,0.047285714285714285,0.05971428571428571,107.14285714285714,46.857142857142854,1,2,0,1,0,0,0,3,24.0,0,0,1,0,0,1,0
279,인천,2017,41,7.333333333333333,3.5666666666666664,-4.9999999999999964,7.0,2.9285714285714284,0.007571428571428571,0.6857142857142857,0.04971428571428571,0.038142857142857145,66.28571428571429,45.857142857142854,1,1,0,0,0,0,1,4,74.0,0,0,1,0,0,1,0
280,광주,2017,42,9.5,2.5,-1.9000000000000004,7.5,1.9857142857142858,0.02242857142857143,1.8285714285714287,0.04285714285714286,0.061,122.42857142857143,80.0,0,7,0,0,0,0,0,0,41.0,0,0,1,0,0,1,0
281,대구,2017,42,9.642857142857142,1.6999999999999993,-2.6000000000000014,8.2,1.8857142857142857,0.007,0.942857142857143,0.037571428571428575,0.027142857142857142,98.14285714285714,74.85714285714286,0,5,2,0,0,0,0,0,43.0,0,0,1,0,0,1,0
282,대전,2017,42,10.5,1.8999999999999986,-3.4000000000000004,5.6,1.542857142857143,0.009571428571428573,1.1142857142857143,0.03357142857142857,0.04585714285714286,51.42857142857143,40.0,1,1,4,0,0,0,0,1,49.0,0,0,1,0,0,1,0
283,부산,2017,42,5.6571428571428575,3.5,-0.7999999999999989,8.3,3.942857142857143,0.014714285714285716,1.242857142857143,0.03742857142857143,0.04757142857142858,104.0,49.285714285714285,2,5,0,0,0,0,0,0,48.0,0,0,1,0,0,1,0
284,서울,2017,42,11.299999999999999,4.099999999999998,-4.4,7.2,1.8714285714285714,0.005714285714285714,0.5,0.031857142857142855,0.037571428571428575,46.57142857142857,35.857142857142854,0,4,0,0,0,1,1,1,268.0,0,0,1,0,0,1,0
285,울산,2017,42,5.9142857142857155,1.6000000000000014,-1.6000000000000014,8.5,3.1714285714285713,0.023,1.2142857142857142,0.054,0.06814285714285714,108.71428571428571,52.714285714285715,4,3,0,0,0,0,0,0,30.0,0,0,1,0,0,1,0
286,인천,2017,42,8.457142857142856,2.9333333333333336,-3.5,9.3,2.9857142857142853,0.008142857142857143,0.7285714285714285,0.05857142857142857,0.046142857142857145,81.85714285714286,45.857142857142854,0,2,0,0,0,0,0,5,77.0,0,0,1,0,0,1,0
287,광주,2017,43,11.114285714285714,2.8999999999999986,-1.799999999999999,4.8,1.0571428571428572,0.010142857142857144,1.1285714285714286,0.04685714285714286,0.04428571428571428,106.57142857142857,46.857142857142854,1,4,0,0,1,0,0,1,23.0,0,0,1,0,0,1,0
288,대구,2017,43,11.228571428571428,2.8999999999999986,-2.5,7.8,1.6142857142857143,0.010714285714285714,1.1428571428571428,0.03314285714285715,0.044,78.57142857142857,62.285714285714285,0,2,2,0,0,2,1,0,48.0,0,1,0,0,0,1,0
289,대전,2017,43,11.542857142857143,3.6000000000000014,-3.5999999999999996,5.6,1.1428571428571428,0.008142857142857143,1.0714285714285714,0.03357142857142857,0.04471428571428571,65.28571428571429,35.142857142857146,2,0,0,1,0,0,0,4,59.0,0,1,0,0,0,1,0
290,부산,2017,43,8.871428571428572,3.0,-5.4,7.2,2.5142857142857147,0.009857142857142858,1.042857142857143,0.033999999999999996,0.04542857142857143,68.71428571428571,35.714285714285715,1,3,0,1,0,0,1,1,39.0,0,0,1,0,0,1,0
291,서울,2017,43,11.271428571428572,6.099999999999998,-4.3,7.6,1.7857142857142858,0.005285714285714285,0.6285714285714287,0.030142857142857145,0.03785714285714286,48.57142857142857,31.0,1,0,0,0,0,2,3,1,253.0,0,1,0,0,0,1,0
292,울산,2017,43,9.885714285714286,3.3999999999999986,-6.100000000000001,6.7,2.1714285714285713,0.023285714285714288,1.3285714285714287,0.05914285714285715,0.05114285714285714,65.28571428571429,39.714285714285715,2,3,0,0,0,0,1,1,25.0,0,1,0,0,0,1,0
293,인천,2017,43,8.252380952380951,2.4666666666666615,-3.9333333333333327,9.6,2.814285714285714,0.011714285714285715,1.0571428571428572,0.06028571428571428,0.06142857142857143,111.14285714285714,70.42857142857143,1,0,0,0,0,0,0,6,92.0,0,1,0,0,0,1,0
294,광주,2017,44,10.928571428571429,3.6000000000000014,-4.7,4.4,1.042857142857143,0.014142857142857143,0.9285714285714286,0.03957142857142858,0.03542857142857143,61.142857142857146,32.714285714285715,1,3,0,0,1,1,0,1,23.0,0,1,0,0,0,1,0
295,대구,2017,44,12.385714285714286,3.5,-4.3999999999999995,6.6,1.7571428571428573,0.008428571428571428,1.0714285714285714,0.03628571428571429,0.04428571428571428,53.714285714285715,35.714285714285715,0,0,0,0,0,4,2,1,50.0,0,1,0,0,0,1,0
296,대전,2017,44,11.942857142857141,3.3999999999999986,-4.3999999999999995,4.3,1.1428571428571428,0.013857142857142858,0.9142857142857144,0.03785714285714286,0.05014285714285714,52.57142857142857,26.857142857142858,0,0,0,2,0,0,0,5,50.0,0,1,0,0,0,1,0
297,부산,2017,44,10.528571428571428,2.200000000000003,-5.5,9.6,2.9714285714285715,0.01057142857142857,0.5428571428571428,0.034428571428571426,0.04114285714285714,55.0,41.42857142857143,0,0,0,0,1,1,1,4,56.0,0,1,0,0,0,1,0
298,서울,2017,44,9.457142857142857,2.8000000000000007,-7.9,5.5,2.157142857142857,0.006714285714285714,1.1,0.026857142857142857,0.049428571428571426,46.57142857142857,24.142857142857142,0,0,0,0,0,5,0,2,227.0,0,1,0,0,0,1,0
299,울산,2017,44,11.742857142857144,4.0,-4.4,6.4,2.0285714285714285,0.019571428571428573,1.4285714285714286,0.05185714285714286,0.04271428571428571,64.14285714285714,34.285714285714285,0,1,0,0,0,0,0,6,24.0,0,1,0,0,0,1,0
300,인천,2017,44,7.961904761904763,3.4000000000000004,-8.0,9.2,3.2857142857142856,0.009142857142857144,1.1285714285714286,0.054285714285714284,0.058,110.57142857142857,72.85714285714286,0,0,0,0,0,1,1,5,82.0,0,1,0,0,0,1,0
301,광주,2017,45,12.271428571428572,2.8999999999999986,-2.8999999999999995,6.2,1.3714285714285714,0.011714285714285715,1.0142857142857145,0.052142857142857144,0.036,65.28571428571429,41.857142857142854,1,2,0,1,0,2,0,1,41.0,0,1,0,0,0,1,0
302,대구,2017,45,14.171428571428569,3.3000000000000007,-6.7,9.1,1.9285714285714286,0.010428571428571428,0.9857142857142857,0.039714285714285716,0.04485714285714286,71.28571428571429,40.0,0,0,0,0,0,3,4,0,43.0,0,1,0,0,0,1,0
303,대전,2017,45,13.828571428571427,3.6999999999999993,-4.6,7.2,1.2142857142857142,0.007285714285714286,0.7714285714285715,0.034428571428571426,0.04257142857142857,59.57142857142857,28.428571428571427,0,0,1,1,1,0,1,3,53.0,0,1,0,0,0,1,0
304,부산,2017,45,9.542857142857143,3.900000000000002,-5.0,8.9,2.8714285714285714,0.008857142857142857,0.5714285714285714,0.03842857142857143,0.022714285714285715,74.57142857142857,41.714285714285715,0,0,0,0,0,4,1,2,71.0,0,1,0,0,0,1,0
305,서울,2017,45,10.114285714285714,1.8999999999999986,-3.2,6.3,1.9714285714285715,0.0054285714285714284,0.6714285714285715,0.029285714285714286,0.053714285714285714,42.57142857142857,23.571428571428573,0,1,0,1,1,1,2,1,268.0,0,1,0,0,0,1,0
306,울산,2017,45,11.514285714285716,2.6999999999999993,-3.6999999999999993,7.7,2.185714285714286,0.015571428571428573,1.1714285714285713,0.06014285714285715,0.05671428571428572,74.28571428571429,44.0,0,0,0,0,2,0,0,5,23.0,0,1,0,0,0,1,0
307,인천,2017,45,7.528571428571429,1.866666666666669,-3.333333333333333,12.2,3.1285714285714286,0.007285714285714285,1.2142857142857142,0.04314285714285714,0.06599999999999999,133.28571428571428,69.42857142857143,0,0,0,0,0,0,0,7,80.0,0,1,0,0,0,1,0
308,광주,2017,46,9.957142857142857,2.4000000000000004,-2.5,6.1,1.4714285714285715,0.009714285714285715,0.9571428571428572,0.049428571428571426,0.036571428571428574,96.71428571428571,39.57142857142857,4,2,0,0,0,0,0,1,27.0,0,1,0,0,0,1,0
309,대구,2017,46,10.528571428571427,1.0999999999999996,-4.1,7.6,2.5285714285714285,0.009142857142857144,1.6428571428571428,0.041857142857142864,0.05814285714285714,111.85714285714286,77.0,0,0,0,0,0,1,6,0,49.0,0,1,0,0,0,1,0
310,대전,2017,46,10.37142857142857,1.700000000000001,-4.8,6.0,1.5999999999999999,0.014,1.1714285714285713,0.03785714285714286,0.05171428571428571,78.14285714285714,43.285714285714285,0,0,0,2,0,0,0,5,40.0,1,0,0,0,0,1,0
311,부산,2017,46,9.571428571428571,3.3999999999999986,-4.3999999999999995,8.1,2.814285714285714,0.011142857142857144,0.9142857142857143,0.040857142857142856,0.03,57.714285714285715,33.714285714285715,0,0,0,0,0,2,3,2,53.0,0,1,0,0,0,1,0
312,서울,2017,46,8.5,0.8999999999999999,-4.0,6.7,2.3428571428571425,0.005857142857142858,0.6571428571428571,0.03214285714285715,0.045714285714285714,37.42857142857143,21.142857142857142,0,0,0,0,1,1,2,3,236.0,1,0,0,0,0,1,0
313,울산,2017,46,11.257142857142856,4.0,-3.6,6.7,2.1571428571428575,0.01685714285714286,1.0999999999999999,0.06757142857142857,0.04771428571428571,95.71428571428571,61.42857142857143,0,0,0,0,2,0,2,3,23.0,0,1,0,0,0,1,0
314,인천,2017,46,7.647619047619047,3.0666666666666647,-3.7,10.2,3.8000000000000003,0.007,1.2,0.039,0.05542857142857143,119.71428571428571,72.28571428571429,2,0,0,0,0,0,0,5,75.0,1,0,0,0,0,1,0
315,광주,2017,47,9.885714285714286,3.0999999999999996,-2.0,7.3,1.3714285714285714,0.012428571428571428,1.1714285714285713,0.03671428571428571,0.06399999999999999,121.57142857142857,61.57142857142857,2,1,0,0,1,1,1,1,44.0,0,1,0,0,0,1,0
316,대구,2017,47,10.471428571428572,3.3999999999999995,-3.9000000000000004,7.2,1.7857142857142858,0.006857142857142858,0.9,0.04385714285714286,0.03485714285714286,102.42857142857143,77.14285714285714,0,0,0,0,0,1,5,1,50.0,1,0,0,0,0,1,0
317,대전,2017,47,10.1,7.499999999999999,-1.7,5.9,1.5285714285714285,0.02085714285714286,1.8714285714285714,0.027571428571428573,0.05671428571428572,116.0,61.142857142857146,0,0,0,4,0,0,1,2,48.0,1,0,0,0,0,1,0
318,부산,2017,47,8.428571428571429,5.200000000000001,-3.8,8.8,3.1714285714285713,0.005571428571428572,0.5571428571428572,0.038714285714285715,0.030714285714285715,69.42857142857143,40.0,0,0,0,0,0,6,1,0,69.0,0,1,0,0,0,1,0
319,서울,2017,47,8.814285714285715,4.4,-3.1,6.3,1.8142857142857143,0.005,0.6571428571428571,0.031285714285714285,0.043,40.857142857142854,21.571428571428573,0,1,0,1,0,1,2,2,253.0,1,0,0,0,0,1,0
320,울산,2017,47,10.685714285714285,6.1,-2.6,6.5,2.085714285714286,0.015000000000000001,1.1714285714285713,0.047142857142857146,0.03571428571428571,51.0,27.285714285714285,0,0,0,0,2,1,1,3,23.0,0,1,0,0,0,1,0
321,인천,2017,47,8.00952380952381,6.866666666666666,-4.033333333333333,9.7,3.314285714285714,0.008,1.3857142857142857,0.037,0.07128571428571429,123.42857142857143,66.42857142857143,1,1,0,0,1,0,0,4,84.0,1,0,0,0,0,1,0
322,광주,2017,48,10.271428571428572,5.5,-5.0,6.7,1.4428571428571428,0.009714285714285715,1.1857142857142857,0.03542857142857143,0.058,112.57142857142857,58.42857142857143,0,5,0,0,0,2,0,0,28.0,0,1,0,0,0,1,0
323,대구,2017,48,11.771428571428572,4.4,-5.1,6.7,1.957142857142857,0.006714285714285714,0.9428571428571428,0.03257142857142857,0.04157142857142858,86.42857142857143,52.0,0,0,0,0,0,1,6,0,51.0,1,0,0,0,0,1,0
324,대전,2017,48,11.157142857142857,5.200000000000001,-5.5,4.7,1.2,0.005285714285714285,0.8714285714285713,0.03471428571428571,0.04642857142857143,89.42857142857143,38.42857142857143,0,0,1,3,0,0,0,3,60.0,1,0,0,0,0,1,0
325,부산,2017,48,9.414285714285715,3.8000000000000007,-8.700000000000001,7.6,2.6999999999999997,0.0054285714285714284,0.8142857142857143,0.037142857142857144,0.029,53.857142857142854,30.285714285714285,1,0,0,0,0,1,0,5,49.0,0,1,0,0,0,1,0
326,서울,2017,48,9.785714285714286,5.0,-3.4000000000000004,5.7,1.9000000000000001,0.006285714285714285,0.8571428571428571,0.03214285714285715,0.05357142857142857,52.857142857142854,30.714285714285715,0,0,0,1,2,1,1,2,253.0,1,0,0,0,0,1,0
327,울산,2017,48,11.185714285714285,5.5,-6.8999999999999995,7.0,2.0714285714285716,0.02057142857142857,1.0999999999999999,0.05028571428571428,0.038714285714285715,60.0,30.0,0,0,1,1,0,1,0,4,22.0,0,1,0,0,0,1,0
328,인천,2017,48,8.647619047619047,4.433333333333333,-2.8999999999999995,8.3,3.257142857142857,0.008142857142857143,1.2,0.03371428571428572,0.06314285714285714,117.0,76.57142857142857,1,0,0,2,1,1,0,2,69.0,1,0,0,0,0,1,0
329,광주,2017,49,8.22857142857143,5.5,-2.2,5.1,1.3142857142857143,0.007285714285714286,0.8857142857142858,0.04257142857142857,0.037714285714285714,68.85714285714286,38.857142857142854,0,4,0,0,0,1,0,2,31.0,1,0,0,0,0,1,0
330,대구,2017,49,9.642857142857142,4.8,-2.6999999999999997,7.6,2.5285714285714285,0.009857142857142858,0.9428571428571428,0.040857142857142856,0.03985714285714286,98.57142857142857,55.57142857142857,0,0,0,0,0,0,7,0,53.0,1,0,0,0,0,1,0
331,대전,2017,49,8.528571428571428,5.2,-5.1,5.5,1.4714285714285715,0.014142857142857141,1.1285714285714286,0.027857142857142858,0.05457142857142857,84.85714285714286,48.142857142857146,0,0,0,2,0,0,0,5,49.0,1,0,0,0,0,1,0
332,부산,2017,49,9.0,5.000000000000001,-4.6,8.8,2.9285714285714284,0.006571428571428571,0.6142857142857142,0.04042857142857143,0.04414285714285714,49.0,28.142857142857142,0,0,0,0,0,3,2,2,71.0,1,0,0,0,0,1,0
333,서울,2017,49,9.114285714285714,6.4,-9.2,6.7,2.3857142857142857,0.006714285714285714,0.8142857142857143,0.03414285714285714,0.04871428571428571,49.0,30.428571428571427,0,0,0,1,1,1,2,2,244.0,1,0,0,0,0,1,0
334,울산,2017,49,9.77142857142857,5.3,-2.0,6.9,2.5285714285714285,0.013857142857142858,0.8428571428571429,0.058857142857142865,0.055285714285714285,83.14285714285714,42.285714285714285,0,0,0,0,1,1,2,3,25.0,1,0,0,0,0,1,0
335,인천,2017,49,8.152380952380954,5.5,-7.5,11.0,4.014285714285714,0.006714285714285714,1.1857142857142857,0.032285714285714286,0.049571428571428565,98.28571428571429,71.85714285714286,0,0,0,0,2,0,0,5,65.0,1,0,0,0,0,1,0
336,광주,2017,50,8.214285714285714,3.1,-3.8000000000000003,5.1,1.842857142857143,0.02414285714285714,0.9714285714285715,0.041428571428571426,0.04342857142857143,59.714285714285715,39.57142857142857,2,4,0,0,0,0,0,1,35.0,1,0,0,0,0,1,0
337,대구,2017,50,9.557142857142859,2.8,-5.2,8.8,3.2857142857142856,0.007285714285714286,0.4571428571428572,0.033999999999999996,0.018142857142857145,59.42857142857143,26.285714285714285,0,0,0,0,0,2,5,0,51.0,1,0,0,0,1,0,0
338,대전,2017,50,9.87142857142857,2.8,-7.199999999999999,5.4,1.4285714285714286,0.01,1.3,0.029714285714285717,0.053,94.28571428571429,42.0,0,0,0,2,0,0,1,4,58.0,1,0,0,0,0,1,0
339,부산,2017,50,9.342857142857143,5.300000000000001,-7.1,11.4,3.0285714285714285,0.012714285714285714,1.1285714285714286,0.03885714285714286,0.04814285714285714,65.0,37.285714285714285,0,0,0,0,0,1,2,4,54.0,1,0,0,0,1,0,0
340,서울,2017,50,7.8428571428571425,2.8,-8.5,6.4,2.0142857142857142,0.0071428571428571435,1.042857142857143,0.033857142857142856,0.04757142857142858,53.0,31.714285714285715,0,0,0,0,0,0,3,4,240.0,1,0,0,0,0,1,0
341,울산,2017,50,9.057142857142857,4.3999999999999995,-4.5,7.5,2.914285714285714,0.030285714285714284,1.157142857142857,0.06871428571428571,0.065,82.14285714285714,40.57142857142857,0,0,0,0,0,0,1,6,19.0,1,0,0,0,1,0,0
342,인천,2017,50,6.704761904761904,3.1333333333333333,-7.566666666666665,11.8,3.957142857142857,0.008428571428571428,1.3571428571428572,0.027,0.05228571428571428,128.28571428571428,84.71428571428571,1,1,0,0,0,0,0,5,74.0,1,0,0,0,0,1,0
