,지역,년,주,주 평균 일교차(°C),전날 대비 최고 기온 상승 최대 변화(°C),전날 대비 최저 기온 하강 최대 변화(°C),주평균 최대 풍속(m/s),주평균 평균 풍속(m/s),SO2_최대값,CO_최대값,O3_최대값,NO2_최대값,PM10_최대값,PM25_최대값,풍향(N~NE),풍향(NE~E),풍향(E~SE),풍향(SE~S),풍향(S~SW),풍향(SW~W),풍향(W~NW),풍향(NW~N),환자 수,주 평균 기온(°C) 5도 미만,주 평균 기온(°C) 5도 이상 15도 미만,주 평균 기온(°C) 15도 이상 25도 미만,주 평균 기온(°C) 25도 이상,상대습도 (건조),상대습도 (적정),상대습도 (습함)
22,대구,2017,5,10.842857142857143,3.5,-4.4,8.0,3.128571428571429,0.011714285714285715,2.042857142857143,0.04228571428571428,0.05928571428571428,110.42857142857143,77.85714285714286,0,0,0,0,0,0,2,5,58.0,1,0,0,0,0,1,0
23,대전,2017,5,10.114285714285714,2.8999999999999995,-7.7,4.6,1.342857142857143,0.007428571428571429,1.1714285714285713,0.043,0.04757142857142858,76.28571428571429,61.57142857142857,1,0,0,0,0,0,0,6,38.0,1,0,0,0,0,1,0
24,부산,2017,5,10.328571428571427,2.5999999999999996,-8.0,8.1,3.3000000000000003,0.0064285714285714285,1.042857142857143,0.03928571428571429,0.05585714285714286,118.0,75.57142857142857,0,0,0,0,1,1,1,4,54.0,1,0,0,0,0,1,0
25,서울,2017,5,8.1,3.4000000000000004,-7.0,6.0,2.2,0.007857142857142858,1.342857142857143,0.03357142857142857,0.059857142857142866,142.85714285714286,91.85714285714286,0,1,0,0,0,2,4,0,224.0,1,0,0,0,0,1,0
26,울산,2017,5,11.142857142857142,3.6000000000000005,-6.3,8.5,2.8428571428571425,0.012714285714285714,0.8857142857142858,0.032285714285714286,0.04842857142857143,64.14285714285714,37.0,0,0,0,0,1,0,3,3,14.0,1,0,0,0,0,1,0
27,인천,2017,5,6.623809523809524,3.3000000000000003,-5.533333333333333,8.6,3.0714285714285716,0.012428571428571428,1.4142857142857144,0.04485714285714286,0.061142857142857145,150.0,60.42857142857143,1,0,0,1,0,1,0,4,69.0,1,0,0,0,0,1,0
28,광주,2017,6,6.328571428571428,4.300000000000001,-4.8,5.6,1.4857142857142858,0.0061428571428571435,1.1,0.026857142857142857,0.052,76.71428571428571,41.142857142857146,3,1,0,0,0,1,0,2,25.0,1,0,0,0,0,1,0
29,대구,2017,6,8.714285714285714,4.1,-3.1999999999999997,9.0,3.585714285714286,0.010285714285714285,1.5999999999999999,0.033428571428571426,0.06371428571428571,104.14285714285714,57.857142857142854,0,0,0,0,0,0,4,3,56.0,1,0,0,0,0,1,0
30,대전,2017,6,8.557142857142859,3.1,-4.4,6.9,1.9142857142857144,0.01257142857142857,1.3142857142857145,0.03142857142857143,0.052142857142857144,115.57142857142857,56.285714285714285,0,0,1,1,0,0,0,5,44.0,1,0,0,0,0,1,0
31,부산,2017,6,9.12857142857143,2.8000000000000003,-5.5,8.3,3.3714285714285714,0.012428571428571428,1.0571428571428572,0.04028571428571429,0.06157142857142857,117.0,76.42857142857143,0,0,0,0,0,0,5,2,53.0,1,0,0,0,1,0,0
32,서울,2017,6,7.785714285714286,3.4000000000000004,-2.9000000000000004,6.7,2.757142857142857,0.008142857142857143,1.1714285714285713,0.03928571428571429,0.055142857142857146,174.42857142857142,116.42857142857143,0,0,0,0,0,4,3,0,225.0,1,0,0,0,0,1,0
33,울산,2017,6,8.72857142857143,3.1,-4.4,8.8,3.585714285714286,0.013142857142857142,1.3714285714285714,0.041,0.047142857142857146,55.142857142857146,35.0,0,0,0,0,0,0,5,2,20.0,1,0,0,0,0,1,0
34,인천,2017,6,5.519047619047619,3.4,-2.9666666666666663,9.0,4.614285714285714,0.009,0.9857142857142858,0.04042857142857143,0.04542857142857143,86.42857142857143,34.0,0,0,0,0,0,1,0,6,71.0,1,0,0,0,0,1,0
35,광주,2017,7,12.799999999999999,7.299999999999999,-2.8,7.8,1.6714285714285713,0.0064285714285714285,0.9428571428571428,0.041999999999999996,0.03785714285714286,75.42857142857143,44.0,2,0,0,0,1,4,0,0,29.0,1,0,0,0,0,1,0
36,대구,2017,7,13.485714285714286,6.9,-4.0,7.8,2.3000000000000003,0.008142857142857143,1.457142857142857,0.030571428571428572,0.04414285714285714,93.42857142857143,58.57142857142857,0,0,0,0,0,2,3,2,54.0,1,0,0,0,0,1,0
37,대전,2017,7,13.914285714285715,4.699999999999999,-3.5,6.4,1.457142857142857,0.018285714285714287,1.1857142857142857,0.045142857142857144,0.059,92.42857142857143,60.0,0,0,0,2,0,1,1,3,47.0,1,0,0,0,0,1,0
38,부산,2017,7,10.585714285714285,4.300000000000001,-4.0,12.5,4.042857142857143,0.007,1.0571428571428572,0.046142857142857145,0.05828571428571429,109.85714285714286,71.0,0,0,0,1,1,4,1,0,46.0,0,1,0,0,0,1,0
39,서울,2017,7,11.328571428571427,2.8000000000000003,-3.3000000000000003,6.2,2.3000000000000003,0.008285714285714285,1.7428571428571427,0.04171428571428572,0.05557142857142857,158.71428571428572,103.42857142857143,0,0,0,1,1,3,1,1,249.0,1,0,0,0,0,1,0
40,울산,2017,7,12.157142857142857,6.5,-4.6,9.0,2.7142857142857144,0.006571428571428571,0.8142857142857143,0.038571428571428576,0.027142857142857142,55.57142857142857,30.714285714285715,0,0,0,0,2,2,2,1,17.0,0,1,0,0,0,1,0
41,인천,2017,7,8.866666666666665,4.033333333333331,-3.7666666666666666,9.1,3.7142857142857144,0.009857142857142858,1.2428571428571427,0.044571428571428574,0.061142857142857145,112.0,39.42857142857143,0,0,0,1,1,1,0,4,64.0,1,0,0,0,0,1,0
42,광주,2017,8,10.614285714285714,4.0,-4.0,6.5,1.7857142857142858,0.0051428571428571435,0.6428571428571429,0.03471428571428571,0.03542857142857143,55.857142857142854,30.857142857142858,1,2,0,0,0,3,0,1,27.0,1,0,0,0,0,1,0
43,대구,2017,8,10.157142857142857,3.200000000000001,-3.6000000000000005,9.4,2.6571428571428575,0.010142857142857143,1.2285714285714284,0.031142857142857142,0.05542857142857143,59.285714285714285,33.857142857142854,0,1,0,0,0,0,5,1,63.0,1,0,0,0,0,1,0
44,대전,2017,8,10.928571428571429,3.0999999999999996,-3.2,5.5,1.6714285714285713,0.012714285714285714,1.542857142857143,0.04357142857142857,0.060142857142857144,150.0,67.0,0,0,1,2,0,0,0,4,56.0,1,0,0,0,0,1,0
45,부산,2017,8,9.757142857142856,3.8000000000000007,-5.3,10.1,3.471428571428571,0.009285714285714286,1.3,0.05014285714285714,0.06485714285714286,124.14285714285714,72.71428571428571,0,0,0,0,0,3,1,3,53.0,0,1,0,0,0,1,0
46,서울,2017,8,9.742857142857144,4.0,-3.3000000000000003,7.8,2.6999999999999997,0.0074285714285714285,1.0714285714285714,0.03985714285714286,0.054285714285714284,144.71428571428572,103.71428571428571,0,0,0,0,1,2,4,0,239.0,1,0,0,0,0,1,0
47,울산,2017,8,9.714285714285714,3.4000000000000004,-4.1,7.6,2.5714285714285716,0.019285714285714288,0.8571428571428571,0.03728571428571429,0.03585714285714286,61.142857142857146,28.142857142857142,0,1,0,0,0,1,1,4,15.0,1,0,0,0,0,1,0
48,인천,2017,8,7.438095238095238,3.0666666666666664,-2.933333333333334,10.1,4.328571428571428,0.0064285714285714285,1.0285714285714287,0.04442857142857143,0.05071428571428571,103.14285714285714,35.57142857142857,2,0,0,0,0,2,0,3,77.0,1,0,0,0,0,1,0
49,광주,2017,9,13.057142857142859,6.3,-2.1999999999999997,5.8,1.3,0.006,0.7142857142857143,0.03542857142857143,0.038142857142857145,51.285714285714285,28.285714285714285,0,0,0,0,0,4,1,2,28.0,0,1,0,0,0,1,0
50,대구,2017,9,12.528571428571428,4.600000000000001,-1.8,7.1,1.7857142857142858,0.010142857142857143,1.6142857142857143,0.029571428571428575,0.05385714285714286,95.28571428571429,57.857142857142854,0,0,0,2,0,1,3,1,45.0,0,1,0,0,0,1,0
51,대전,2017,9,14.185714285714285,4.199999999999999,-2.6,4.5,1.3142857142857143,0.008142857142857143,1.0857142857142856,0.045,0.04814285714285715,131.0,94.42857142857143,0,0,0,3,1,0,0,3,51.0,0,1,0,0,0,1,0
52,부산,2017,9,9.0,2.0999999999999996,-3.6,8.2,2.9714285714285715,0.006857142857142858,1.0142857142857142,0.044571428571428574,0.05342857142857143,115.28571428571429,69.28571428571429,1,0,0,0,3,2,0,1,56.0,0,1,0,0,0,1,0
53,서울,2017,9,11.214285714285714,3.8000000000000007,-3.1,5.9,2.0714285714285716,0.007285714285714286,1.2857142857142858,0.037,0.05485714285714286,166.71428571428572,113.42857142857143,0,0,0,0,1,5,1,0,210.0,1,0,0,0,0,1,0
54,울산,2017,9,10.37142857142857,4.4,-4.4,6.8,1.9714285714285715,0.013714285714285715,0.9142857142857144,0.043,0.05071428571428571,93.28571428571429,56.57142857142857,0,1,1,3,0,0,1,1,20.0,0,1,0,0,0,1,0
55,인천,2017,9,8.566666666666666,3.7333333333333316,-2.9333333333333336,8.2,2.757142857142857,0.010285714285714285,1.2571428571428573,0.05828571428571429,0.06771428571428571,119.85714285714286,79.71428571428571,0,0,0,1,1,0,1,4,60.0,1,0,0,0,0,1,0
56,광주,2017,10,11.671428571428573,5.6,-2.4,7.3,1.7,0.007,0.7999999999999999,0.034999999999999996,0.038571428571428576,75.14285714285714,32.142857142857146,2,0,0,0,0,4,1,0,29.0,0,1,0,0,0,1,0
57,대구,2017,10,12.157142857142857,6.6,-2.7,9.3,3.4285714285714284,0.012142857142857141,1.2142857142857142,0.028714285714285713,0.06,106.42857142857143,69.0,0,0,1,0,0,0,5,1,49.0,0,1,0,0,1,0,0
58,대전,2017,10,12.4,4.699999999999999,-1.6,6.2,1.9714285714285715,0.01042857142857143,1.0142857142857145,0.045714285714285714,0.047,147.42857142857142,83.57142857142857,0,0,1,0,1,0,0,5,44.0,1,0,0,0,0,1,0
59,부산,2017,10,10.571428571428571,3.5999999999999996,-5.3999999999999995,9.8,3.6142857142857143,0.0064285714285714285,1.042857142857143,0.03642857142857143,0.04528571428571428,110.42857142857143,80.57142857142857,0,0,0,0,0,3,2,2,48.0,0,1,0,0,1,0,0
60,서울,2017,10,11.042857142857143,5.699999999999999,-4.0,7.3,2.8714285714285714,0.008,1.0,0.03142857142857143,0.05971428571428571,139.71428571428572,86.28571428571429,0,0,0,0,2,3,1,1,232.0,1,0,0,0,0,1,0
61,울산,2017,10,10.657142857142857,4.9,-2.6,7.2,2.757142857142857,0.005285714285714285,0.5714285714285714,0.036571428571428574,0.019857142857142858,53.857142857142854,25.0,0,0,0,1,0,1,4,1,13.0,0,1,0,0,1,0,0
62,인천,2017,10,7.8761904761904775,3.966666666666667,-2.533333333333333,10.4,3.8,0.010142857142857143,1.2714285714285716,0.061857142857142854,0.05342857142857143,131.0,88.57142857142857,0,0,0,0,0,4,0,3,78.0,1,0,0,0,0,1,0
63,광주,2017,11,13.471428571428573,3.5999999999999996,-2.3999999999999995,5.4,1.4285714285714286,0.004571428571428572,0.4714285714285714,0.03314285714285715,0.023714285714285716,64.42857142857143,26.285714285714285,1,3,0,0,0,2,1,0,34.0,0,1,0,0,0,1,0
64,대구,2017,11,12.857142857142858,2.5,-4.699999999999999,7.2,1.9142857142857144,0.010428571428571428,1.442857142857143,0.03514285714285714,0.05185714285714286,75.57142857142857,59.285714285714285,0,0,3,1,0,0,1,2,60.0,0,1,0,0,0,1,0
65,대전,2017,11,14.914285714285715,2.8000000000000007,-2.8000000000000003,5.4,1.3857142857142857,0.010714285714285714,1.2428571428571427,0.05071428571428571,0.04714285714285714,138.28571428571428,90.42857142857143,0,2,0,1,1,0,0,3,47.0,0,1,0,0,0,1,0
66,부산,2017,11,8.657142857142857,2.5999999999999996,-3.2,6.4,2.914285714285714,0.006714285714285714,0.9857142857142858,0.03685714285714286,0.04242857142857143,69.0,37.714285714285715,0,2,0,0,0,2,0,3,55.0,0,1,0,0,0,1,0
67,서울,2017,11,12.328571428571427,2.799999999999997,-2.9000000000000004,6.0,2.2285714285714286,0.010428571428571428,1.757142857142857,0.032,0.05171428571428571,132.28571428571428,78.0,0,0,0,0,0,3,1,3,216.0,0,1,0,0,1,0,0
68,울산,2017,11,9.557142857142855,2.6999999999999993,-4.8,6.2,2.2142857142857144,0.017714285714285714,0.9714285714285715,0.03828571428571429,0.05485714285714286,50.714285714285715,22.428571428571427,0,4,0,2,0,0,0,1,31.0,0,1,0,0,0,1,0
69,인천,2017,11,9.471428571428572,3.5,-2.2,8.1,3.042857142857143,0.011142857142857144,1.2142857142857142,0.07371428571428572,0.062,149.85714285714286,104.42857142857143,0,0,0,0,0,3,0,4,81.0,0,1,0,0,0,1,0
70,광주,2017,12,9.057142857142857,3.9000000000000004,-2.6,4.1,1.2571428571428573,0.004714285714285714,0.5857142857142856,0.030857142857142857,0.027857142857142858,56.57142857142857,26.857142857142858,0,2,0,0,0,3,1,1,29.0,0,1,0,0,0,1,0
71,대구,2017,12,9.885714285714286,1.6000000000000014,-4.3999999999999995,6.4,1.8857142857142857,0.007285714285714286,1.0571428571428572,0.041428571428571426,0.033,80.85714285714286,65.42857142857143,0,0,1,3,0,1,2,0,67.0,0,1,0,0,0,1,0
72,대전,2017,12,9.928571428571429,2.0000000000000018,-4.9,8.2,1.5285714285714285,0.009,1.2571428571428573,0.049428571428571426,0.05542857142857143,165.85714285714286,90.57142857142857,0,0,2,1,0,0,1,3,51.0,0,1,0,0,0,1,0
73,부산,2017,12,7.314285714285715,2.3000000000000007,-2.0,7.3,2.914285714285714,0.007714285714285714,0.5714285714285714,0.038142857142857145,0.03785714285714286,43.142857142857146,22.142857142857142,0,2,0,0,2,0,0,3,53.0,0,1,0,0,0,1,0
74,서울,2017,12,9.37142857142857,1.5,-2.4,6.2,2.2857142857142856,0.007714285714285714,1.1428571428571428,0.03157142857142857,0.06714285714285714,156.71428571428572,113.14285714285714,0,0,0,0,1,4,2,0,256.0,0,1,0,0,0,1,0
75,울산,2017,12,7.799999999999999,1.8999999999999986,-2.6999999999999997,5.4,2.1285714285714286,0.033857142857142856,1.6857142857142857,0.030142857142857145,0.06442857142857143,77.28571428571429,46.285714285714285,1,2,1,1,0,0,0,2,23.0,0,1,0,0,0,1,0
76,인천,2017,12,8.204761904761904,0.3000000000000025,-1.9666666666666663,8.2,2.8714285714285714,0.011571428571428571,1.1285714285714286,0.06414285714285714,0.060714285714285714,150.28571428571428,109.57142857142857,0,0,0,0,0,3,0,4,84.0,0,1,0,0,0,1,0
77,광주,2017,13,10.271428571428572,9.799999999999999,-2.8,4.2,1.5142857142857142,0.007571428571428571,0.942857142857143,0.028,0.048428571428571425,67.42857142857143,31.0,1,2,0,0,0,2,0,2,22.0,0,1,0,0,0,1,0
78,대구,2017,13,10.085714285714285,5.0,-2.9999999999999996,8.0,2.0714285714285716,0.008714285714285714,1.0285714285714287,0.03642857142857143,0.029142857142857144,89.0,72.42857142857143,0,0,2,0,0,0,5,0,49.0,0,1,0,0,0,1,0
79,대전,2017,13,11.571428571428571,3.5000000000000018,-3.3000000000000003,4.8,1.4714285714285715,0.006714285714285714,1.1142857142857143,0.04171428571428571,0.049999999999999996,120.0,63.857142857142854,0,0,0,1,1,0,0,5,48.0,0,1,0,0,0,1,0
80,부산,2017,13,7.8,6.500000000000002,-1.8999999999999995,7.8,2.6714285714285713,0.006571428571428571,1.0,0.03142857142857143,0.04757142857142856,62.857142857142854,41.857142857142854,0,1,0,0,1,2,0,3,60.0,0,1,0,0,0,1,0
81,서울,2017,13,9.985714285714286,2.700000000000001,-1.9000000000000004,8.5,2.1714285714285713,0.009285714285714286,1.7142857142857142,0.033999999999999996,0.06914285714285714,156.71428571428572,104.71428571428571,0,1,0,0,0,4,1,1,230.0,0,1,0,0,0,1,0
82,울산,2017,13,8.314285714285715,5.299999999999999,-2.4000000000000004,6.2,2.3285714285714287,0.024285714285714282,1.4000000000000001,0.038714285714285715,0.061571428571428576,107.14285714285714,71.71428571428571,0,2,0,1,1,0,1,2,11.0,0,1,0,0,0,1,0
83,인천,2017,13,8.452380952380953,1.799999999999999,-1.766666666666667,8.7,2.6714285714285713,0.008857142857142857,0.9857142857142858,0.06971428571428571,0.05385714285714286,148.71428571428572,87.0,1,1,0,0,0,3,0,2,57.0,0,1,0,0,0,1,0
84,광주,2017,14,12.7,7.699999999999999,-2.1999999999999993,7.4,1.6714285714285713,0.012285714285714285,1.2857142857142858,0.017857142857142856,0.057428571428571426,115.85714285714286,51.714285714285715,0,0,0,0,0,6,1,0,35.0,0,1,0,0,0,1,0
85,대구,2017,14,11.9,6.099999999999998,-6.0,7.5,2.257142857142857,0.006142857142857143,0.9571428571428572,0.03328571428571429,0.046142857142857145,60.57142857142857,36.42857142857143,0,0,2,1,0,2,1,1,42.0,0,0,1,0,0,1,0
86,대전,2017,14,11.814285714285715,7.900000000000002,-1.6999999999999993,7.9,1.7714285714285716,0.010857142857142857,1.5999999999999999,0.03942857142857143,0.054,135.85714285714286,80.57142857142857,0,0,0,4,1,0,0,2,47.0,0,1,0,0,0,1,0
87,부산,2017,14,7.714285714285714,7.300000000000001,-1.1999999999999993,12.8,3.6,0.007857142857142858,0.7428571428571429,0.03242857142857143,0.041285714285714294,57.285714285714285,32.142857142857146,0,1,0,0,2,3,0,1,64.0,0,0,1,0,0,1,0
88,서울,2017,14,10.299999999999999,11.1,-1.4000000000000004,5.8,2.3285714285714287,0.011857142857142858,1.6142857142857143,0.032,0.06942857142857142,91.85714285714286,55.714285714285715,0,2,0,0,1,2,2,0,257.0,0,1,0,0,0,1,0
89,울산,2017,14,9.671428571428573,9.6,-2.6999999999999993,8.4,2.557142857142857,0.020142857142857146,1.1,0.041999999999999996,0.052,96.71428571428571,53.714285714285715,1,1,0,4,0,0,1,0,26.0,0,0,1,0,0,1,0
90,인천,2017,14,7.647619047619047,5.8000000000000025,-1.0666666666666673,7.1,2.8428571428571425,0.011142857142857144,0.8285714285714285,0.07142857142857142,0.06642857142857142,128.0,86.0,0,1,0,1,0,4,0,1,81.0,0,1,0,0,0,1,0
91,광주,2017,15,13.171428571428573,5.800000000000001,-2.5,10.1,2.2285714285714286,0.011142857142857144,1.3142857142857143,0.024857142857142855,0.060142857142857144,150.57142857142858,74.28571428571429,0,3,0,0,2,2,0,0,43.0,0,0,1,0,0,1,0
92,대구,2017,15,12.614285714285714,4.800000000000001,-5.1,7.8,2.6999999999999997,0.009571428571428573,1.1428571428571428,0.03314285714285715,0.047714285714285716,55.42857142857143,32.857142857142854,0,1,0,0,1,1,4,0,42.0,0,0,1,0,0,1,0
93,대전,2017,15,13.114285714285714,4.700000000000003,-2.5,7.8,2.3714285714285714,0.007285714285714285,1.0714285714285714,0.04214285714285714,0.045,112.57142857142857,78.28571428571429,0,0,0,3,1,1,1,1,55.0,0,0,1,0,0,1,0
94,부산,2017,15,7.585714285714286,2.3000000000000007,-2.5999999999999996,15.3,4.271428571428571,0.007285714285714286,0.6428571428571429,0.030142857142857145,0.038142857142857145,64.28571428571429,37.0,0,1,0,0,1,3,0,2,55.0,0,1,0,0,0,1,0
95,서울,2017,15,10.757142857142856,6.600000000000001,-2.6999999999999993,8.1,2.757142857142857,0.007571428571428571,1.5285714285714285,0.031857142857142855,0.076,92.85714285714286,54.0,0,1,0,0,2,4,0,0,249.0,0,1,0,0,0,1,0
96,울산,2017,15,9.557142857142859,5.899999999999999,-2.9000000000000004,10.8,2.7142857142857144,0.014571428571428572,0.7857142857142857,0.03885714285714286,0.04071428571428571,56.714285714285715,30.428571428571427,0,1,1,1,1,1,0,2,18.0,0,0,1,0,0,1,0
97,인천,2017,15,8.495238095238097,4.199999999999999,-2.333333333333333,9.7,3.5285714285714285,0.009571428571428573,0.7999999999999999,0.07571428571428572,0.06657142857142857,131.42857142857142,65.85714285714286,0,0,0,2,1,2,0,2,103.0,0,1,0,0,0,1,0
98,광주,2017,16,11.014285714285714,3.1999999999999993,-1.6999999999999993,7.3,1.6142857142857143,0.009428571428571429,1.2142857142857142,0.032285714285714286,0.05857142857142857,149.42857142857142,91.85714285714286,1,1,0,0,0,3,2,0,29.0,0,1,0,0,0,1,0
99,대구,2017,16,11.642857142857142,6.5,-2.3000000000000007,7.0,2.2142857142857144,0.0071428571428571435,0.9714285714285714,0.034999999999999996,0.046571428571428576,59.142857142857146,40.714285714285715,0,0,2,0,0,0,2,3,53.0,0,1,0,0,0,1,0
100,대전,2017,16,11.485714285714284,5.799999999999999,-3.1000000000000005,5.4,1.4857142857142858,0.009571428571428573,1.5285714285714285,0.04171428571428571,0.06442857142857143,148.85714285714286,115.14285714285714,0,0,0,1,2,0,0,4,47.0,0,1,0,0,0,1,0
